DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Harmonized Column Names (3)|Attributes from Lookup Table
claimcenter.dbo.cc_exposure|ExposureType|ID|claimcenter.dbo.cctl_ExposureType|cctl_ExposureType_TypeCode_ExposureType / cctl_ExposureType_Name_ExposureType / cctl_ExposureType_Description_ExposureType|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|ISOStatus|ID|claimcenter.dbo.cctl_ISOStatus|cctl_ISOStatus_TypeCode_ISOStatus / cctl_ISOStatus_Name_ISOStatus / cctl_ISOStatus_Description_ISOStatus|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|JurisdictionState|ID|claimcenter.dbo.cctl_Jurisdiction|cctl_Jurisdiction_TypeCode_JurisdictionState / cctl_Jurisdiction_Name_JurisdictionState / cctl_Jurisdiction_Description_JurisdictionState|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|LossCategory|ID|claimcenter.dbo.cctl_LossCategory|cctl_LossCategory_TypeCode_LossCategory / cctl_LossCategory_Name_LossCategory / cctl_LossCategory_Description_LossCategory|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|LossParty|ID|claimcenter.dbo.cctl_LossPartyType|cctl_LossPartyType_TypeCode_LossParty / cctl_LossPartyType_Name_LossParty / cctl_LossPartyType_Description_LossParty|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|LostPropertyType|ID|claimcenter.dbo.cctl_LostPropertyType|cctl_LostPropertyType_TypeCode_LostPropertyType / cctl_LostPropertyType_Name_LostPropertyType / cctl_LostPropertyType_Description_LostPropertyType|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|OtherCovgChoice|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_OtherCovgChoice / cctl_YesNo_Name_OtherCovgChoice / cctl_YesNo_Description_OtherCovgChoice|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|PrimaryCoverage|ID|claimcenter.dbo.cctl_CoverageType|cctl_CoverageType_TypeCode_PrimaryCoverage / cctl_CoverageType_Name_PrimaryCoverage / cctl_CoverageType_Description_PrimaryCoverage|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|ProductLiability_Ext|ID|claimcenter.dbo.cctl_ProductLiability_Ext|cctl_ProductLiability_Ext_TypeCode_ProductLiability_Ext / cctl_ProductLiability_Ext_Name_ProductLiability_Ext / cctl_ProductLiability_Ext_Description_ProductLiability_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|Progress|ID|claimcenter.dbo.cctl_ExposureProgressType|cctl_ExposureProgressType_TypeCode_Progress / cctl_ExposureProgressType_Name_Progress / cctl_ExposureProgressType_Description_Progress|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|ReopenedReason|ID|claimcenter.dbo.cctl_ExposureReopenedReason|cctl_ExposureReopenedReason_TypeCode_ReopenedReason / cctl_ExposureReopenedReason_Name_ReopenedReason / cctl_ExposureReopenedReason_Description_ReopenedReason|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|SecurityLevel|ID|claimcenter.dbo.cctl_ExposureSecurityType|cctl_ExposureSecurityType_TypeCode_SecurityLevel / cctl_ExposureSecurityType_Name_SecurityLevel / cctl_ExposureSecurityType_Description_SecurityLevel|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|Segment|ID|claimcenter.dbo.cctl_ClaimSegment|cctl_claimsegment_typecode_segment / cctl_claimsegment_name_segment / cctl_claimsegment_description_segment|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|SettleMethod|ID|claimcenter.dbo.cctl_SettleMethod|cctl_settlemethod_typecode_settlemethod / cctl_settlemethod_name_settlemethod / cctl_settlemethod_description_settlemethod|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|State|ID|claimcenter.dbo.cctl_ExposureState|cctl_ExposureState_TypeCode_State / cctl_ExposureState_Name_State / cctl_ExposureState_Description_State|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|Strategy|ID|claimcenter.dbo.cctl_ClaimStrategy|cctl_claimstrategy_typecode_strategy / cctl_claimstrategy_name_strategy / cctl_claimstrategy_description_strategy|TypeCode / Name / Description
claimcenter.dbo.cc_exposure|ValidationLevel|ID|claimcenter.dbo.cctl_ValidationLevel|cctl_ValidationLevel_TypeCode_ValidationLevel / cctl_ValidationLevel_Name_ValidationLevel / cctl_ValidationLevel_Description_ValidationLevel|TypeCode / Name / Description
claimcenter.dbo.ccx_ExposureLawFirmDetail_Ext|FirmRole|ID|claimcenter.dbo.cctl_ContactRole|cctl_ContactRole_TypeCode_FirmRole / cctl_ContactRole_Name_FirmRole / cctl_ContactRole_Description_FirmRole|TypeCode / Name / Description
claimcenter.dbo.cc_exposuremetric|Subtype|ID|claimcenter.dbo.cctl_ExposureMetric|cctl_ExposureMetric_TypeCode_Subtype / cctl_ExposureMetric_Name_Subtype / cctl_ExposureMetric_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_expmetriclimit|Currency|ID|claimcenter.dbo.cctl_Currency|cctl_Currency_TypeCode_Currency / cctl_Currency_Name_Currency / cctl_Currency_Description_Currency|TypeCode / Name / Description
claimcenter.dbo.cc_expmetriclimit|ExposureMetricType|ID|claimcenter.dbo.cctl_ExposureMetric|cctl_ExposureMetric_TypeCode_ExposureMetricType / cctl_ExposureMetric_Name_ExposureMetricType / cctl_ExposureMetric_Description_ExposureMetricType|TypeCode / Name / Description
claimcenter.dbo.cc_expmetriclimit|ExposureTier|ID|claimcenter.dbo.cctl_ExposureTier|cctl_ExposureTier_TypeCode_ExposureTier / cctl_ExposureTier_Name_ExposureTier / cctl_ExposureTier_Description_ExposureTier|TypeCode / Name / Description
claimcenter.dbo.cc_expmetriclimit|MetricUnit|ID|claimcenter.dbo.cctl_MetricUnit|cctl_MetricUnit_TypeCode_MetricUnit / cctl_MetricUnit_Name_MetricUnit / cctl_MetricUnit_Description_MetricUnit|TypeCode / Name / Description
claimcenter.dbo.cc_expmetriclimit|Subtype|ID|claimcenter.dbo.cctl_ExposureMetricLimit|cctl_ExposureMetricLimit_TypeCode_Subtype / cctl_ExposureMetricLimit_Name_Subtype / cctl_ExposureMetricLimit_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_exposuresynchst|SynchState|ID|claimcenter.dbo.cctl_SynchState|cctl_SynchState_TypeCode_SynchState / cctl_SynchState_Name_SynchState / cctl_SynchState_Description_SynchState|TypeCode / Name / Description
claimcenter.dbo.cc_exposuretext|TextType|ID|claimcenter.dbo.cctl_ExposureTextType|cctl_ExposureTextType_TypeCode_TextType / cctl_ExposureTextType_Name_TextType / cctl_ExposureTextType_Description_TextType|TypeCode / Name / Description
claimcenter.dbo.ccx_financiallimit_ext|DailyTransLimit_Ext|ID|claimcenter.dbo.cctl_DailyTransLimit_Ext|cctl_DailyTransLimit_Ext_TypeCode_DailyTransLimit_Ext / cctl_DailyTransLimit_Ext_Name_DailyTransLimit_Ext / cctl_DailyTransLimit_Ext_Description_DailyTransLimit_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_financialthresholdtrigger|Currency|ID|claimcenter.dbo.cctl_Currency|cctl_Currency_TypeCode_Currency / cctl_Currency_Name_Currency / cctl_Currency_Description_Currency|TypeCode / Name / Description
claimcenter.dbo.cc_financialthresholdtrigger|FinancialThreshold|ID|claimcenter.dbo.cctl_FinancialThreshold|cctl_FinancialThreshold_TypeCode_FinancialThreshold / cctl_FinancialThreshold_Name_FinancialThreshold / cctl_FinancialThreshold_Description_FinancialThreshold|TypeCode / Name / Description
claimcenter.dbo.cc_financialthresholdtrigger|TriggeringCause|ID|claimcenter.dbo.cctl_FinancialTriggerCause|cctl_FinancialTriggerCause_TypeCode_TriggeringCause / cctl_FinancialTriggerCause_Name_TriggeringCause / cctl_FinancialTriggerCause_Description_TriggeringCause|TypeCode / Name / Description
claimcenter.dbo.cc_geocodeworkitem|Status|ID|claimcenter.dbo.cctl_WorkItemStatusType|cctl_WorkItemStatusType_TypeCode_Status / cctl_WorkItemStatusType_Name_Status / cctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
claimcenter.dbo.cc_group|CCC_ClaimOffice|ID|claimcenter.dbo.cctl_CCC_ClaimOffice|cctl_CCC_ClaimOffice_TypeCode_CCC_ClaimOffice / cctl_CCC_ClaimOffice_Name_CCC_ClaimOffice / cctl_CCC_ClaimOffice_Description_CCC_ClaimOffice|TypeCode / Name / Description
claimcenter.dbo.cc_group|GroupType|ID|claimcenter.dbo.cctl_GroupType|cctl_GroupType_TypeCode_GroupType / cctl_GroupType_Name_GroupType / cctl_GroupType_Description_GroupType|TypeCode / Name / Description
claimcenter.dbo.cc_group|ValidationLevel|ID|claimcenter.dbo.cctl_ValidationLevel|cctl_ValidationLevel_TypeCode_ValidationLevel / cctl_ValidationLevel_Name_ValidationLevel / cctl_ValidationLevel_Description_ValidationLevel|TypeCode / Name / Description
claimcenter.dbo.cc_group_assign|GroupType|ID|claimcenter.dbo.cctl_GroupType|cctl_GroupType_TypeCode_GroupType / cctl_GroupType_Name_GroupType / cctl_GroupType_Description_GroupType|TypeCode / Name / Description
claimcenter.dbo.cc_groupuser|LoadFactorType|ID|claimcenter.dbo.cctl_LoadFactorType|cctl_LoadFactorType_TypeCode_LoadFactorType / cctl_LoadFactorType_Name_LoadFactorType / cctl_LoadFactorType_Description_LoadFactorType|TypeCode / Name / Description
claimcenter.dbo.cc_group_name_l10n|Language|ID|claimcenter.dbo.cctl_LanguageType|cctl_LanguageType_TypeCode_Language / cctl_LanguageType_Name_Language / cctl_LanguageType_Description_Language|TypeCode / Name / Description
claimcenter.dbo.cc_history|CustomType|ID|claimcenter.dbo.cctl_CustomHistoryType|cctl_CustomHistoryType_TypeCode_CustomType / cctl_CustomHistoryType_Name_CustomType / cctl_CustomHistoryType_Description_CustomType|TypeCode / Name / Description
claimcenter.dbo.cc_history|Subtype|ID|claimcenter.dbo.cctl_History|cctl_History_TypeCode_Subtype / cctl_History_Name_Subtype / cctl_History_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_history|Type|ID|claimcenter.dbo.cctl_HistoryType|cctl_HistoryType_TypeCode_Type / cctl_HistoryType_Name_Type / cctl_HistoryType_Description_Type|TypeCode / Name / Description
claimcenter.dbo.cc_holiday_tag|HolidayTagCode|ID|claimcenter.dbo.cctl_HolidayTagCode|cctl_HolidayTagCode_TypeCode_HolidayTagCode / cctl_HolidayTagCode_Name_HolidayTagCode / cctl_HolidayTagCode_Description_HolidayTagCode|TypeCode / Name / Description
claimcenter.dbo.cc_holiday_zone|Country|ID|claimcenter.dbo.cctl_Country|cctl_Country_TypeCode_Country / cctl_Country_Name_Country / cctl_Country_Description_Country|TypeCode / Name / Description
claimcenter.dbo.cc_holiday_zone|ZoneType|ID|claimcenter.dbo.cctl_ZoneType|cctl_ZoneType_TypeCode_ZoneType / cctl_ZoneType_Name_ZoneType / cctl_ZoneType_Description_ZoneType|TypeCode / Name / Description
claimcenter.dbo.cc_holiday_nam_l10n|Language|ID|claimcenter.dbo.cctl_LanguageType|cctl_LanguageType_TypeCode_Language / cctl_LanguageType_Name_Language / cctl_LanguageType_Description_Language|TypeCode / Name / Description
claimcenter.dbo.cc_icdcode|BodySystem|ID|claimcenter.dbo.cctl_ICDBodySystem|cctl_ICDBodySystem_TypeCode_BodySystem / cctl_ICDBodySystem_Name_BodySystem / cctl_ICDBodySystem_Description_BodySystem|TypeCode / Name / Description
claimcenter.dbo.cc_icdcod_desc_i18n|Language|ID|claimcenter.dbo.cctl_LanguageType|cctl_LanguageType_TypeCode_Language / cctl_LanguageType_Name_Language / cctl_LanguageType_Description_Language|TypeCode / Name / Description
claimcenter.dbo.cc_IMEPerformed|IMEType|ID|claimcenter.dbo.cctl_IMEType|cctl_IMEType_TypeCode_IMEType / cctl_IMEType_Name_IMEType / cctl_IMEType_Description_IMEType|TypeCode / Name / Description
claimcenter.dbo.cc_inboundhistory|Subtype|ID|claimcenter.dbo.cctl_InboundHistory|cctl_InboundHistory_TypeCode_Subtype / cctl_InboundHistory_Name_Subtype / cctl_InboundHistory_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AssessmentStatus|ID|claimcenter.dbo.cctl_AssessmentStatus|cctl_AssessmentStatus_TypeCode_AssessmentStatus / cctl_AssessmentStatus_Name_AssessmentStatus / cctl_AssessmentStatus_Description_AssessmentStatus|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AssessmentType|ID|claimcenter.dbo.cctl_AssessmentType|cctl_AssessmentType_TypeCode_AssessmentType / cctl_AssessmentType_Name_AssessmentType / cctl_AssessmentType_Description_AssessmentType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|Severity|ID|claimcenter.dbo.cctl_SeverityType|cctl_SeverityType_TypeCode_Severity / cctl_SeverityType_Name_Severity / cctl_SeverityType_Description_Severity|TypeCode / Name / Description
claimcenter.dbo.cc_incident|Subtype|ID|claimcenter.dbo.cctl_Incident|cctl_Incident_TypeCode_Subtype / cctl_Incident_Name_Subtype / cctl_Incident_Description_Subtype|TypeCode / Name / Description
claimcenter.dbo.cc_incident|BaggageType|ID|claimcenter.dbo.cctl_BaggageType|cctl_BaggageType_TypeCode_BaggageType / cctl_BaggageType_Name_BaggageType / cctl_BaggageType_Description_BaggageType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AlarmType|ID|claimcenter.dbo.cctl_AlarmType|cctl_AlarmType_TypeCode_AlarmType / cctl_AlarmType_Name_AlarmType / cctl_AlarmType_Description_AlarmType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|CCA_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_CCA_Ext / cctl_YesNoNA_Ext_Name_CCA_Ext / cctl_YesNoNA_Ext_Description_CCA_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|ClassType|ID|claimcenter.dbo.cctl_ClassType|cctl_ClassType_TypeCode_ClassType / cctl_ClassType_Name_ClassType / cctl_ClassType_Description_ClassType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|ENSERVIO_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_ENSERVIO_Ext / cctl_YesNoNA_Ext_Name_ENSERVIO_Ext / cctl_YesNoNA_Ext_Description_ENSERVIO_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|ExtWallMat|ID|claimcenter.dbo.cctl_ExtWallMat|cctl_ExtWallMat_TypeCode_ExtWallMat / cctl_ExtWallMat_Name_ExtWallMat / cctl_ExtWallMat_Description_ExtWallMat|TypeCode / Name / Description
claimcenter.dbo.cc_incident|GEMCOR_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_GEMCOR_Ext / cctl_YesNoNA_Ext_Name_GEMCOR_Ext / cctl_YesNoNA_Ext_Description_GEMCOR_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|HazardInvolved|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_HazardInvolved / cctl_YesNo_Name_HazardInvolved / cctl_YesNo_Description_HazardInvolved|TypeCode / Name / Description
claimcenter.dbo.cc_incident|ITEL_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_ITEL_Ext / cctl_YesNoNA_Ext_Name_ITEL_Ext / cctl_YesNoNA_Ext_Description_ITEL_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|ITV_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_ITV_Ext / cctl_YesNoNA_Ext_Name_ITV_Ext / cctl_YesNoNA_Ext_Description_ITV_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|LossArea|ID|claimcenter.dbo.cctl_LossArea|cctl_LossArea_TypeCode_LossArea / cctl_LossArea_Name_LossArea / cctl_LossArea_Description_LossArea|TypeCode / Name / Description
claimcenter.dbo.cc_incident|MoldInvolved|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_MoldInvolved / cctl_YesNo_Name_MoldInvolved / cctl_YesNo_Description_MoldInvolved|TypeCode / Name / Description
claimcenter.dbo.cc_incident|OccupancyType|ID|claimcenter.dbo.cctl_OccupancyType|cctl_OccupancyType_TypeCode_OccupancyType / cctl_OccupancyType_Name_OccupancyType / cctl_OccupancyType_Description_OccupancyType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|OldDamage_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_OldDamage_Ext / cctl_YesNo_Name_OldDamage_Ext / cctl_YesNo_Description_OldDamage_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|RoofMaterial|ID|claimcenter.dbo.cctl_RoofMaterial|cctl_RoofMaterial_TypeCode_RoofMaterial / cctl_RoofMaterial_Name_RoofMaterial / cctl_RoofMaterial_Description_RoofMaterial|TypeCode / Name / Description
claimcenter.dbo.cc_incident|SERVPRO_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_SERVPRO_Ext / cctl_YesNoNA_Ext_Name_SERVPRO_Ext / cctl_YesNoNA_Ext_Description_SERVPRO_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|SprinklerType|ID|claimcenter.dbo.cctl_SprinklerType|cctl_SprinklerType_TypeCode_SprinklerType / cctl_SprinklerType_Name_SprinklerType / cctl_SprinklerType_Description_SprinklerType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|SprinkRetServ|ID|claimcenter.dbo.cctl_SprinkRetServ|cctl_SprinkRetServ_TypeCode_SprinkRetServ / cctl_SprinkRetServ_Name_SprinkRetServ / cctl_SprinkRetServ_Description_SprinkRetServ|TypeCode / Name / Description
claimcenter.dbo.cc_incident|TaxCertSearch_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_TaxCertSearch_Ext / cctl_YesNoNA_Ext_Name_TaxCertSearch_Ext / cctl_YesNoNA_Ext_Description_TaxCertSearch_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|Title_Ext|ID|claimcenter.dbo.cctl_YesNoNA_Ext|cctl_YesNoNA_Ext_TypeCode_Title_Ext / cctl_YesNoNA_Ext_Name_Title_Ext / cctl_YesNoNA_Ext_Description_Title_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|DetailedInjuryType|ID|claimcenter.dbo.cctl_DetailedInjuryType|cctl_DetailedInjuryType_TypeCode_DetailedInjuryType / cctl_DetailedInjuryType_Name_DetailedInjuryType / cctl_DetailedInjuryType_Description_DetailedInjuryType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|DisabledDueToAccident|ID|claimcenter.dbo.cctl_DisabledDueToAccident|cctl_DisabledDueToAccident_TypeCode_DisabledDueToAccident / cctl_DisabledDueToAccident_Name_DisabledDueToAccident / cctl_DisabledDueToAccident_Description_DisabledDueToAccident|TypeCode / Name / Description
claimcenter.dbo.cc_incident|GeneralInjuryType|ID|claimcenter.dbo.cctl_InjuryType|cctl_InjuryType_TypeCode_GeneralInjuryType / cctl_InjuryType_Name_GeneralInjuryType / cctl_InjuryType_Description_GeneralInjuryType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|MedicalTreatmentType|ID|claimcenter.dbo.cctl_MedicalTreatmentType|cctl_MedicalTreatmentType_TypeCode_MedicalTreatmentType / cctl_MedicalTreatmentType_Name_MedicalTreatmentType / cctl_MedicalTreatmentType_Description_MedicalTreatmentType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|LossOccured|ID|claimcenter.dbo.cctl_LossOccured|cctl_LossOccured_TypeCode_LossOccured / cctl_LossOccured_Name_LossOccured / cctl_LossOccured_Description_LossOccured|TypeCode / Name / Description
claimcenter.dbo.cc_incident|DetailedInjuryType_Ext|ID|claimcenter.dbo.cctl_DetailedInjuryType|cctl_DetailedInjuryType_TypeCode_DetailedInjuryType_Ext / cctl_DetailedInjuryType_Name_DetailedInjuryType_Ext / cctl_DetailedInjuryType_Description_DetailedInjuryType_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|GeneralInjuryType_Ext|ID|claimcenter.dbo.cctl_InjuryType|cctl_InjuryType_TypeCode_GeneralInjuryType_Ext / cctl_InjuryType_Name_GeneralInjuryType_Ext / cctl_InjuryType_Description_GeneralInjuryType_Ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|EstDamageType|ID|claimcenter.dbo.cctl_EstDamageType|cctl_EstDamageType_TypeCode_EstDamageType / cctl_EstDamageType_Name_EstDamageType / cctl_EstDamageType_Description_EstDamageType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|EstimatesReceived|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_EstimatesReceived / cctl_YesNo_Name_EstimatesReceived / cctl_YesNo_Description_EstimatesReceived|TypeCode / Name / Description
claimcenter.dbo.cc_incident|PropertyLossParty|ID|claimcenter.dbo.cctl_LossPartyType|cctl_LossPartyType_TypeCode_PropertyLossParty / cctl_LossPartyType_Name_PropertyLossParty / cctl_LossPartyType_Description_PropertyLossParty|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AffdvCmplInd|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_AffdvCmplInd / cctl_YesNo_Name_AffdvCmplInd / cctl_YesNo_Description_AffdvCmplInd|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AppDedStatus_ext|ID|claimcenter.dbo.cctl_AppDedStatus_Ext|cctl_AppDedStatus_Ext_TypeCode_AppDedStatus_ext / cctl_AppDedStatus_Ext_Name_AppDedStatus_ext / cctl_AppDedStatus_Ext_Description_AppDedStatus_ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AppraisalAssignType_ext|ID|claimcenter.dbo.cctl_AppraisalAssignType_Ext|cctl_AppraisalAssignType_Ext_TypeCode_AppraisalAssignType_ext / cctl_AppraisalAssignType_Ext_Name_AppraisalAssignType_ext / cctl_AppraisalAssignType_Ext_Description_AppraisalAssignType_ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AppraisalClaimOffice_ext|ID|claimcenter.dbo.cctl_AppraisalClaimOffice_Ext|cctl_AppraisalClaimOffice_Ext_TypeCode_AppraisalClaimOffice_ext / cctl_AppraisalClaimOffice_Ext_Name_AppraisalClaimOffice_ext / cctl_AppraisalClaimOffice_Ext_Description_AppraisalClaimOffice_ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|AppraisalProductType_ext|ID|claimcenter.dbo.cctl_AppraisalProductType_Ext|cctl_AppraisalProductType_Ext_TypeCode_AppraisalProductType_ext / cctl_AppraisalProductType_Ext_Name_AppraisalProductType_ext / cctl_AppraisalProductType_Ext_Description_AppraisalProductType_ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|CCC_ClaimOffice|ID|claimcenter.dbo.cctl_CCC_ClaimOffice|cctl_CCC_ClaimOffice_TypeCode_CCC_ClaimOffice / cctl_CCC_ClaimOffice_Name_CCC_ClaimOffice / cctl_CCC_ClaimOffice_Description_CCC_ClaimOffice|TypeCode / Name / Description
claimcenter.dbo.cc_incident|Chargeablity_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_yesno_typecode_chargeablity_ext / cctl_yesno_name_chargeablity_ext / cctl_yesno_description_chargeablity_ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|CitationIssued|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_CitationIssued / cctl_YesNo_Name_CitationIssued / cctl_YesNo_Description_CitationIssued|TypeCode / Name / Description
claimcenter.dbo.cc_incident|CollisionPoint|ID|claimcenter.dbo.cctl_CollisionPoint|cctl_CollisionPoint_TypeCode_CollisionPoint / cctl_CollisionPoint_Name_CollisionPoint / cctl_CollisionPoint_Description_CollisionPoint|TypeCode / Name / Description
claimcenter.dbo.cc_incident|DriverRelation|ID|claimcenter.dbo.cctl_PersonRelationType|cctl_PersonRelationType_TypeCode_DriverRelation / cctl_PersonRelationType_Name_DriverRelation / cctl_PersonRelationType_Description_DriverRelation|TypeCode / Name / Description
claimcenter.dbo.cc_incident|DriverRelToOwner|ID|claimcenter.dbo.cctl_PersonRelationType|cctl_PersonRelationType_TypeCode_DriverRelToOwner / cctl_PersonRelationType_Name_DriverRelToOwner / cctl_PersonRelationType_Description_DriverRelToOwner|TypeCode / Name / Description
claimcenter.dbo.cc_incident|MinorOnPolicy|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_MinorOnPolicy / cctl_YesNo_Name_MinorOnPolicy / cctl_YesNo_Description_MinorOnPolicy|TypeCode / Name / Description
claimcenter.dbo.cc_incident|PercentageDrivenByMinor|ID|claimcenter.dbo.cctl_PercentageDriven|cctl_PercentageDriven_TypeCode_PercentageDrivenByMinor / cctl_PercentageDriven_Name_PercentageDrivenByMinor / cctl_PercentageDriven_Description_PercentageDrivenByMinor|TypeCode / Name / Description
claimcenter.dbo.cc_incident|RecovClassType|ID|claimcenter.dbo.cctl_RecovClassType|cctl_RecovClassType_TypeCode_RecovClassType / cctl_RecovClassType_Name_RecovClassType / cctl_RecovClassType_Description_RecovClassType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|RecovCondType|ID|claimcenter.dbo.cctl_RecovCondType|cctl_RecovCondType_TypeCode_RecovCondType / cctl_RecovCondType_Name_RecovCondType / cctl_RecovCondType_Description_RecovCondType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|RecovInd|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_RecovInd / cctl_YesNo_Name_RecovInd / cctl_YesNo_Description_RecovInd|TypeCode / Name / Description
claimcenter.dbo.cc_incident|RecovState|ID|claimcenter.dbo.cctl_State|cctl_State_TypeCode_RecovState / cctl_State_Name_RecovState / cctl_State_Description_RecovState|TypeCode / Name / Description
claimcenter.dbo.cc_incident|StorageAccrInd|ID|claimcenter.dbo.cctl_YesNo|cctl_yesno_typecode_storageaccrind / cctl_yesno_name0_storageaccrind / cctl_yesno_description0_storageaccrind|TypeCode / Name / Description
claimcenter.dbo.cc_incident|TotalLossReferral_Ext|ID|claimcenter.dbo.cctl_YesNo|cctl_yesno_typecode1_totallossreferral_ext / cctl_yesno_name1_totallossreferral_ext / cctl_yesno_description1_totallossreferral_ext|TypeCode / Name / Description
claimcenter.dbo.cc_incident|TrafficViolation|ID|claimcenter.dbo.cctl_YesNo|cctl_YesNo_TypeCode_TrafficViolation / cctl_YesNo_Name_TrafficViolation / cctl_YesNo_Description_TrafficViolation|TypeCode / Name / Description
claimcenter.dbo.cc_incident|VehCondType|ID|claimcenter.dbo.cctl_VehCondType|cctl_VehCondType_TypeCode_VehCondType / cctl_VehCondType_Name_VehCondType / cctl_VehCondType_Description_VehCondType|TypeCode / Name / Description
claimcenter.dbo.cc_incident|VehicleDirection|ID|claimcenter.dbo.cctl_VehicleDirection|cctl_VehicleDirection_TypeCode_VehicleDirection / cctl_VehicleDirection_Name_VehicleDirection / cctl_VehicleDirection_Description_VehicleDirection|TypeCode / Name / Description
claimcenter.dbo.cc_incident|VehicleLossParty|ID|claimcenter.dbo.cctl_LossPartyType|cctl_LossPartyType_TypeCode_VehicleLossParty / cctl_LossPartyType_Name_VehicleLossParty / cctl_LossPartyType_Description_VehicleLossParty|TypeCode / Name / Description
claimcenter.dbo.cc_incident|VehiclePolStatus|ID|claimcenter.dbo.cctl_VehiclePolicyStatus|cctl_VehiclePolicyStatus_TypeCode_VehiclePolStatus / cctl_VehiclePolicyStatus_Name_VehiclePolStatus / cctl_VehiclePolicyStatus_Description_VehiclePolStatus|TypeCode / Name / Description
