DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenter.dbo.pc_imcost|Subtype|ID|policycenter.dbo.pctl_IMCost|pctl_IMCost_TypeCode_Subtype / pctl_IMCost_Name_Subtype / pctl_IMCost_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_imcoveragepart|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_imcoveragepart|Subtype|ID|policycenter.dbo.pctl_IMCoveragePart|pctl_IMCoveragePart_TypeCode_Subtype / pctl_IMCoveragePart_Name_Subtype / pctl_IMCoveragePart_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_imcoveragepart|Coinsurance|ID|policycenter.dbo.pctl_Coinsurance|pctl_Coinsurance_TypeCode_Coinsurance / pctl_Coinsurance_Name_Coinsurance / pctl_Coinsurance_Description_Coinsurance|TypeCode / Name / Description
policycenter.dbo.pc_imcoveragepart|ContractorType|ID|policycenter.dbo.pctl_ContractorType|pctl_ContractorType_TypeCode_ContractorType / pctl_ContractorType_Name_ContractorType / pctl_ContractorType_Description_ContractorType|TypeCode / Name / Description
policycenter.dbo.pc_imcoveragepart|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenter.dbo.pc_imcoveragepart|BusinessClass|ID|policycenter.dbo.pctl_BusinessClass|pctl_BusinessClass_TypeCode_BusinessClass / pctl_BusinessClass_Name_BusinessClass / pctl_BusinessClass_Description_BusinessClass|TypeCode / Name / Description
policycenter.dbo.pc_imexcludedaccount|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_imexcludedaccount|Subtype|ID|policycenter.dbo.pctl_IMExcludedAccount|pctl_IMExcludedAccount_TypeCode_Subtype / pctl_IMExcludedAccount_Name_Subtype / pctl_IMExcludedAccount_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_imlocation|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_impacttestingperiod|TestPrepProgress|ID|policycenter.dbo.pctl_ImpactTestingJobProgress|pctl_ImpactTestingJobProgress_TypeCode_TestPrepProgress / pctl_ImpactTestingJobProgress_Name_TestPrepProgress / pctl_ImpactTestingJobProgress_Description_TestPrepProgress|TypeCode / Name / Description
policycenter.dbo.pc_impacttestingperiod|TestPrepResult|ID|policycenter.dbo.pctl_ImpactTestingPrepResult|pctl_ImpactTestingPrepResult_TypeCode_TestPrepResult / pctl_ImpactTestingPrepResult_Name_TestPrepResult / pctl_ImpactTestingPrepResult_Description_TestPrepResult|TypeCode / Name / Description
policycenter.dbo.pc_impacttestingperiod|TestRunProgress|ID|policycenter.dbo.pctl_ImpactTestingJobProgress|pctl_ImpactTestingJobProgress_TypeCode_TestRunProgress / pctl_ImpactTestingJobProgress_Name_TestRunProgress / pctl_ImpactTestingJobProgress_Description_TestRunProgress|TypeCode / Name / Description
policycenter.dbo.pc_impacttestingperiod|TestRunResult|ID|policycenter.dbo.pctl_ImpactTestingRunResult|pctl_ImpactTestingRunResult_TypeCode_TestRunResult / pctl_ImpactTestingRunResult_Name_TestRunResult / pctl_ImpactTestingRunResult_Description_TestRunResult|TypeCode / Name / Description
policycenter.dbo.pc_impacttestingcase|Status|ID|policycenter.dbo.pctl_ImpactTestCaseStatus|pctl_ImpactTestCaseStatus_TypeCode_Status / pctl_ImpactTestCaseStatus_Name_Status / pctl_ImpactTestCaseStatus_Description_Status|TypeCode / Name / Description
policycenter.dbo.pc_imsign|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_imsign|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenter.dbo.pc_imsign|SignType|ID|policycenter.dbo.pctl_SignType|pctl_SignType_TypeCode_SignType / pctl_SignType_Name_SignType / pctl_SignType_Description_SignType|TypeCode / Name / Description
policycenter.dbo.pc_imsign|Subtype|ID|policycenter.dbo.pctl_IMSign|pctl_IMSign_TypeCode_Subtype / pctl_IMSign_Name_Subtype / pctl_IMSign_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_imsigncov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_imsigncov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenter.dbo.pc_imsigncov|Subtype|ID|policycenter.dbo.pctl_IMSignCov|pctl_IMSignCov_TypeCode_Subtype / pctl_IMSignCov_Name_Subtype / pctl_IMSignCov_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_imtransaction|Amount_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_Amount_cur / pctl_Currency_Name_Amount_cur / pctl_Currency_Description_Amount_cur|TypeCode / Name / Description
policycenter.dbo.pc_imtransaction|AmountBilling_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode_AmountBilling_cur / pctl_Currency_Name_AmountBilling_cur / pctl_Currency_Description_AmountBilling_cur|TypeCode / Name / Description
policycenter.dbo.pc_imtransaction|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_inboundhistory|Subtype|ID|policycenter.dbo.pctl_InboundHistory|pctl_InboundHistory_TypeCode_Subtype / pctl_InboundHistory_Name_Subtype / pctl_InboundHistory_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_inclusionperson|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_inclusionperson|Inclusion|ID|policycenter.dbo.pctl_Inclusion|pctl_Inclusion_TypeCode_Inclusion / pctl_Inclusion_Name_Inclusion / pctl_Inclusion_Description_Inclusion|TypeCode / Name / Description
policycenter.dbo.pc_inclusionperson|Relationship|ID|policycenter.dbo.pctl_Relationship|pctl_Relationship_TypeCode_Relationship / pctl_Relationship_Name_Relationship / pctl_Relationship_Description_Relationship|TypeCode / Name / Description
policycenter.dbo.pc_inclusionperson|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenter.dbo.pc_industrycode|Domain|ID|policycenter.dbo.pctl_IndustryCodeType|pctl_IndustryCodeType_TypeCode / pctl_IndustryCodeType_Name / pctl_IndustryCodeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_industrycodeproptypeext|PropertyType|ID|policycenter.dbo.pctl_BP7PropertyType|pctl_BP7PropertyType_TypeCode / pctl_BP7PropertyType_Name / pctl_BP7PropertyType_Description|TypeCode / Name / Description
policycenter.dbo.pc_indcode_class|Language|ID|policycenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenter.dbo.pcx_industrycode_ext|Domain|ID|policycenter.dbo.pctl_IndustryCodeType|pctl_IndustryCodeType_TypeCode / pctl_IndustryCodeType_Name / pctl_IndustryCodeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_industrycode_ext|InBopAppetite|ID|policycenter.dbo.pctl_IndustryAppetite|pctl_IndustryAppetite_TypeCode1 / pctl_IndustryAppetite_Name1 / pctl_IndustryAppetite_Description1|TypeCode / Name / Description
policycenter.dbo.pcx_industrycode_ext|InCppAppetite|ID|policycenter.dbo.pctl_IndustryAppetite|pctl_IndustryAppetite_TypeCode3 / pctl_IndustryAppetite_Name3 / pctl_IndustryAppetite_Description3|TypeCode / Name / Description
policycenter.dbo.pcx_industrycode_ext|InWCAppetite|ID|policycenter.dbo.pctl_IndustryAppetite|pctl_IndustryAppetite_TypeCode2 / pctl_IndustryAppetite_Name2 / pctl_IndustryAppetite_Description2|TypeCode / Name / Description
policycenter.dbo.pcx_inspectionmodelresult_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_inspectionmodelresult_ext|Subtype|ID|policycenter.dbo.pctl_InspectionModelResult_Ext|pctl_InspectionModelResult_Ext_TypeCode_Subtype / pctl_InspectionModelResult_Ext_Name_Subtype / pctl_InspectionModelResult_Ext_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_instrumentedworkexecutor|WorkQueueID|ID|policycenter.dbo.pctl_BatchProcessType|pctl_BatchProcessType_TypeCode_WorkQueueID / pctl_BatchProcessType_Name_WorkQueueID / pctl_BatchProcessType_Description_WorkQueueID|TypeCode / Name / Description
policycenter.dbo.pcx_isotaxcoderesponse_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_iso_bop_classcode_clsa|IndustryGroup|ID|policycenter.dbo.pctl_IndustryType_BOP_Ext|pctl_IndustryType_BOP_Ext_TypeCode / pctl_IndustryType_BOP_Ext_Name / pctl_IndustryType_BOP_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_iso_bop_classcode_clsa|Subtype|ID|policycenter.dbo.pctl_ISO_BOP_ClassCode_CLSA|pctl_ISO_BOP_ClassCode_CLSA_TypeCode / pctl_ISO_BOP_ClassCode_CLSA_Name / pctl_ISO_BOP_ClassCode_CLSA_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|ArchiveState|ID|policycenter.dbo.pctl_ArchiveState|pctl_ArchiveState_TypeCode / pctl_ArchiveState_Name / pctl_ArchiveState_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|ProducerChangeSource_Ext|ID|policycenter.dbo.pctl_ProducerChangeSource_Ext|pctl_ProducerChangeSource_Ext_TypeCode / pctl_ProducerChangeSource_Ext_Name / pctl_ProducerChangeSource_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|PurgeStatus|ID|policycenter.dbo.pctl_PurgeStatus|pctl_PurgeStatus_TypeCode /  pctl_PurgeStatus_Name /  pctl_PurgeStatus_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|Subtype|ID|policycenter.dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|PaymentReceived_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|CancelReasonCode|ID|policycenter.dbo.pctl_ReasonCode|pctl_ReasonCode_TypeCode2 /  pctl_ReasonCode_Name2 /  pctl_ReasonCode_Description2|TypeCode / Name / Description
policycenter.dbo.pc_job|ReasonDescription_Ext|ID|policycenter.dbo.pctl_ReasonDescription_Ext|pctl_ReasonDescription_Ext_TypeCode_ReasonDescription_Ext / pctl_ReasonDescription_Ext_Name_ReasonDescription_Ext / pctl_ReasonDescription_Ext_Description_ReasonDescription_Ext|TypeCode / Name / Description
policycenter.dbo.pc_job|Source|ID|policycenter.dbo.pctl_CancellationSource|pctl_CancellationSource_TypeCode / pctl_CancellationSource_Name / pctl_CancellationSource_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|Vendor_Ext|ID|policycenter.dbo.pctl_Vendor_Ext|pctl_Vendor_Ext_TypeCode /  pctl_Vendor_Ext_Name /  pctl_Vendor_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|ReinstateCode|ID|policycenter.dbo.pctl_ReinstateCode|pctl_ReinstateCode_TypeCode /  pctl_ReinstateCode_Name /  pctl_ReinstateCode_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|NonRenewalCode|ID|policycenter.dbo.pctl_NonRenewalCode|pctl_NonRenewalCode_TypeCode / pctl_NonRenewalCode_Name / pctl_NonRenewalCode_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|RenewalCode|ID|policycenter.dbo.pctl_RenewalCode|pctl_RenewalCode_TypeCode /  pctl_RenewalCode_Name /  pctl_RenewalCode_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|RewriteType|ID|policycenter.dbo.pctl_RewriteType|pctl_RewriteType_TypeCode /  pctl_RewriteType_Name /  pctl_RewriteType_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|BindOption|ID|policycenter.dbo.pctl_BindOption|pctl_BindOption_TypeCode / pctl_BindOption_Name / pctl_BindOption_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|PCCloseReasonCode_Ext|ID|policycenter.dbo.pctl_CloseReason_Ext|pctl_CloseReason_Ext_TypeCode / pctl_CloseReason_Ext_Name / pctl_CloseReason_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|PCErrorCategory_Ext|ID|policycenter.dbo.pctl_ErrorCategory_Ext|pctl_ErrorCategory_Ext_TypeCode / pctl_ErrorCategory_Ext_Name / pctl_ErrorCategory_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|QuoteType|ID|policycenter.dbo.pctl_QuoteType|pctl_QuoteType_TypeCode /  pctl_QuoteType_Name /  pctl_QuoteType_Description|TypeCode / Name / Description
policycenter.dbo.pc_job|RejectReason|ID|policycenter.dbo.pctl_ReasonCode|pctl_ReasonCode_TypeCode1 /  pctl_ReasonCode_Name1 /  pctl_ReasonCode_Description1|TypeCode / Name / Description
policycenter.dbo.pc_jobgroup|Subtype|ID|policycenter.dbo.pctl_JobGroup|pctl_JobGroup_TypeCode / pctl_JobGroup_Name / pctl_JobGroup_Description|TypeCode / Name / Description
policycenter.dbo.pcx_JobToTemplateMapExt|Subtype|ID|policycenter.dbo.pctl_JobToTemplateMapExt|pctl_JobToTemplateMapExt_TypeCode / pctl_JobToTemplateMapExt_Name / pctl_JobToTemplateMapExt_Description|TypeCode / Name / Description
policycenter.dbo.pc_jobuserroleassign|AssignmentStatus|ID|policycenter.dbo.pctl_AssignmentStatus|pctl_AssignmentStatus_TypeCode / pctl_AssignmentStatus_Name / pctl_AssignmentStatus_Description|TypeCode / Name / Description
policycenter.dbo.pc_jobuserroleassign|Role|ID|policycenter.dbo.pctl_UserRole|pctl_UserRole_TypeCode / pctl_UserRole_Name / pctl_UserRole_Description|TypeCode / Name / Description
policycenter.dbo.pc_letter|Type|ID|policycenter.dbo.pctl_LetterType|pctl_LetterType_TypeCode_Type / pctl_LetterType_Name_Type / pctl_LetterType_Description_Type|TypeCode / Name / Description
policycenter.dbo.pc_licensedstate|Segment|ID|policycenter.dbo.pctl_Segment|pctl_Segment_TypeCode / pctl_Segment_Name / pctl_Segment_Description|TypeCode / Name / Description
policycenter.dbo.pc_licensedstate|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenter.dbo.pcx_liquorclassgrade_bop|Class|ID|policycenter.dbo.pctl_ClassType_BOP_Ext|pctl_ClassType_BOP_Ext_TypeCode / pctl_ClassType_BOP_Ext_Name / pctl_ClassType_BOP_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_liquorclassgrade_bop|ISOLiquorGrade|ID|policycenter.dbo.pctl_GradeType_BOP_EXT|pctl_GradeType_BOP_EXT_TypeCode / pctl_GradeType_BOP_EXT_Name / pctl_GradeType_BOP_EXT_Description|TypeCode / Name / Description
policycenter.dbo.pcx_liquorclassgrade_bop|State|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenter.dbo.pcx_liquorclassgrade_bop|Subtype|ID|policycenter.dbo.pctl_LiquorClassGrade_BOP|pctl_LiquorClassGrade_BOP_TypeCode / pctl_LiquorClassGrade_BOP_Name / pctl_LiquorClassGrade_BOP_Description|TypeCode / Name / Description
policycenter.dbo.pc_loadcallback|ExecutionTime|ID|policycenter.dbo.pctl_LoaderCallbackTimeType|pctl_LoaderCallbackTimeType_TypeCode_ExecutionTime / pctl_LoaderCallbackTimeType_Name_ExecutionTime / pctl_LoaderCallbackTimeType_Description_ExecutionTime|TypeCode / Name / Description
policycenter.dbo.pc_loadcommand|CommandType|ID|policycenter.dbo.pctl_LoadCommandType|pctl_LoadCommandType_TypeCode_CommandType / pctl_LoadCommandType_Name_CommandType / pctl_LoadCommandType_Description_CommandType|TypeCode / Name / Description
policycenter.dbo.pc_loaderror)</div>}|LoadErrorType|ID|policycenter.dbo.pctl_LoadErrorType|pctl_LoadErrorType_TypeCode_LoadErrorType / pctl_LoadErrorType_Name_LoadErrorType / pctl_LoadErrorType_Description_LoadErrorType|TypeCode / Name / Description
policycenter.dbo.pc_loadintegritycheck|LoadIntegrityCheckType|ID|policycenter.dbo.pctl_LoadErrorType|pctl_LoadErrorType_TypeCode_LoadIntegrityCheckType / pctl_LoadErrorType_Name_LoadIntegrityCheckType / pctl_LoadErrorType_Description_LoadIntegrityCheckType|TypeCode / Name / Description
policycenter.dbo.pc_loadstep|StepType|ID|policycenter.dbo.pctl_LoadStepType|pctl_LoadStepType_TypeCode_StepType / pctl_LoadStepType_Name_StepType / pctl_LoadStepType_Description_StepType|TypeCode / Name / Description
policycenter.dbo.pcx_lobfieldvisibility|Jurisdiction|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_Jurisdiction / pctl_Jurisdiction_Name_Jurisdiction / pctl_Jurisdiction_Description_Jurisdiction|TypeCode / Name / Description
policycenter.dbo.pcx_lobfieldvisibility|Subtype|ID|policycenter.dbo.pctl_LOBFieldVisibility|pctl_LOBFieldVisibility_TypeCode_Subtype / pctl_LOBFieldVisibility_Name_Subtype / pctl_LOBFieldVisibility_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pc_locationanswer|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_locationnamedinsured|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pc_locationnamedinsured|Subtype|ID|policycenter.dbo.pctl_LocationNamedInsured|pctl_LocationNamedInsured_TypeCode_Subtype / pctl_LocationNamedInsured_Name_Subtype / pctl_LocationNamedInsured_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pcx_lossassessuppaddloc|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_lossAssessmentEQ|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|AmountPaid_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode1 / pctl_Currency_Name1 / pctl_Currency_Description1|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|AmountResv_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|ESELossType_Ext|ID|policycenter.dbo.pctl_ESELossHistoryType_Ext|pctl_ESELossHistoryType_Ext_TypeCode / pctl_ESELossHistoryType_Ext_Name / pctl_ESELossHistoryType_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|FaultCodeIndicatorType_Ext|ID|policycenter.dbo.pctl_FaultCodeIndicator_Ext|pctl_FaultCodeIndicator_Ext_TypeCode_FaultCodeIndicatorType_Ext / pctl_FaultCodeIndicator_Ext_Name_FaultCodeIndicatorType_Ext / pctl_FaultCodeIndicator_Ext_Description_FaultCodeIndicatorType_Ext|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|LossCause|ID|policycenter.dbo.pctl_LossEntryCause|pctl_LossEntryCause_TypeCode / pctl_LossEntryCause_Name / pctl_LossEntryCause_Description|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|LossStatus|ID|policycenter.dbo.pctl_LossEntryStatus|pctl_LossEntryStatus_TypeCode / pctl_LossEntryStatus_Name / pctl_LossEntryStatus_Description|TypeCode / Name / Description
policycenter.dbo.pc_losshistentry|TotalIncurred_cur|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode3 / pctl_Currency_Name3 / pctl_Currency_Description3|TypeCode / Name / Description
policycenter.dbo.pc_message|ErrorCategory|ID|policycenter.dbo.pctl_ErrorCategory|pctl_ErrorCategory_TypeCode_ErrorCategory / pctl_ErrorCategory_Name_ErrorCategory / pctl_ErrorCategory_Description_ErrorCategory|TypeCode / Name / Description
policycenter.dbo.pc_messagehistory|ErrorCategory|ID|policycenter.dbo.pctl_ErrorCategory|pctl_ErrorCategory_TypeCode_ErrorCategory / pctl_ErrorCategory_Name_ErrorCategory / pctl_ErrorCategory_Description_ErrorCategory|TypeCode / Name / Description
policycenter.dbo.pcx_minesubsexistence_BOP|state|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenter.dbo.pcx_minesubsexistence_BOP|Subtype|ID|policycenter.dbo.pctl_MineSubsExistence_BOP|pctl_MineSubsExistence_BOP_TypeCode / pctl_MineSubsExistence_BOP_Name / pctl_MineSubsExistence_BOP_Description|TypeCode / Name / Description
policycenter.dbo.pcx_minesubsidenceexistence|existenceType|ID|policycenter.dbo.pctl_ExistenceType|pctl_ExistenceType_TypeCode / pctl_ExistenceType_Name / pctl_ExistenceType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_minesubsidenceexistence|state|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenter.dbo.pcx_minesubsidenceexistence|Subtype|ID|policycenter.dbo.pctl_MineSubsidenceExistence|pctl_MineSubsidenceExistence_TypeCode / pctl_MineSubsidenceExistence_Name / pctl_MineSubsidenceExistence_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|Availability|ID|policycenter.dbo.pctl_AvailabilityType|pctl_AvailabilityType_TypeCode / pctl_AvailabilityType_Name / pctl_AvailabilityType_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|JobType|ID|policycenter.dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|Subtype|ID|policycenter.dbo.pctl_ModifierLookup|pctl_ModifierLookup_TypeCode / pctl_ModifierLookup_Name / pctl_ModifierLookup_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|UWCompanyCode|ID|policycenter.dbo.pctl_UWCompanyCode|pctl_UWCompanyCode_TypeCode / pctl_UWCompanyCode_Name / pctl_UWCompanyCode_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|PolicyType|ID|policycenter.dbo.pctl_BAPolicyType|pctl_BAPolicyType_TypeCode / pctl_BAPolicyType_Name / pctl_BAPolicyType_Description|TypeCode / Name / Description
policycenter.dbo.pc_modifierlookup|VehicleType|ID|policycenter.dbo.pctl_VehicleType|pctl_VehicleType_TypeCode1 / pctl_VehicleType_Name1 / pctl_VehicleType_Description1|TypeCode / Name / Description
policycenter.dbo.pcx_motorvehiclerecord|Category|ID|policycenter.dbo.pctl_MvrCategory|pctl_MvrCategory_TypeCode_Category / pctl_MvrCategory_Name_Category / pctl_MvrCategory_Description_Category|TypeCode / Name / Description
policycenter.dbo.pcx_motorvehiclerecord|RecordType|ID|policycenter.dbo.pctl_MvrRecordType|pctl_MvrRecordType_TypeCode_RecordType / pctl_MvrRecordType_Name_RecordType / pctl_MvrRecordType_Description_RecordType|TypeCode / Name / Description
policycenter.dbo.pcx_multilinediscdetail_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_multilinediscdetail_ext|IsValidEntry|ID|policycenter.dbo.pctl_YesNo_Ext|pctl_YesNo_Ext_TypeCode / pctl_YesNo_Ext_Name / pctl_YesNo_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_multilinediscdetail_ext|PolicyTypes|ID|policycenter.dbo.pctl_MultiDiscPolicyTypes_Ext|pctl_MultiDiscPolicyTypes_Ext_TypeCode1 / pctl_MultiDiscPolicyTypes_Ext_Name1 / pctl_MultiDiscPolicyTypes_Ext_Description1|TypeCode / Name / Description
policycenter.dbo.pcx_multilinediscdetail_ext|responsePolicyTypeExPolicy|ID|policycenter.dbo.pctl_MultiDiscPolicyTypes_Ext|pctl_MultiDiscPolicyTypes_Ext_TypeCode2 / pctl_MultiDiscPolicyTypes_Ext_Name2 / pctl_MultiDiscPolicyTypes_Ext_Description2|TypeCode / Name / Description
policycenter.dbo.pcx_multipolicyratetbl|Subtype|ID|policycenter.dbo.pctl_MultiPolicyDiscRateFactor|pctl_MultiPolicyDiscRateFactor_TypeCode / pctl_MultiPolicyDiscRateFactor_Name / pctl_MultiPolicyDiscRateFactor_Description|TypeCode / Name / Description
policycenter.dbo.pcx_multipolicyratefactor_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
