DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table||Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Harmonized Column Names|Attributes from Lookup Table
BillingCenter.dbo.bc_outgoingpayment|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_outgoingpayment|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_outgoingpayment|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_outgoingpayment|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_outgoingpayment|Status|ID|BillingCenter.dbo.bctl_OutgoingPaymentStatus|bctl_OutgoingPaymentStatus_TypeCode_Status / bctl_OutgoingPaymentStatus_Name_Status / bctl_OutgoingPaymentStatus_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_outgoingpayment|Status|ID|BillingCenter.dbo.bctl_OutgoingPaymentStatus|bctl_OutgoingPaymentStatus_TypeCode_Status / bctl_OutgoingPaymentStatus_Name_Status / bctl_OutgoingPaymentStatus_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_outgoingpayment|Subtype|ID|BillingCenter.dbo.bctl_OutgoingPayment|bctl_OutgoingPayment_TypeCode_Subtype / bctl_OutgoingPayment_Name_Subtype / bctl_OutgoingPayment_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_outgoingpayment|Subtype|ID|BillingCenter.dbo.bctl_OutgoingPayment|bctl_OutgoingPayment_TypeCode_Subtype / bctl_OutgoingPayment_Name_Subtype / bctl_OutgoingPayment_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_parameter|ComponentType|ID|BillingCenter.dbo.bctl_ComponentType|bctl_ComponentType_TypeCode_ComponentType / bctl_ComponentType_Name_ComponentType / bctl_ComponentType_Description_ComponentType|TypeCode / Name / Description||BillingCenter.dbo.bc_parameter|ComponentType|ID|BillingCenter.dbo.bctl_ComponentType|bctl_ComponentType_TypeCode_ComponentType / bctl_ComponentType_Name_ComponentType / bctl_ComponentType_Description_ComponentType|TypeCode / Name / Description
BillingCenter.dbo.bc_parameter|ParameterType|ID|BillingCenter.dbo.bctl_ParameterType|bctl_ParameterType_TypeCode_ParameterType / bctl_ParameterType_Name_ParameterType / bctl_ParameterType_Description_ParameterType|TypeCode / Name / Description||BillingCenter.dbo.bc_parameter|ParameterType|ID|BillingCenter.dbo.bctl_ParameterType|bctl_ParameterType_TypeCode_ParameterType / bctl_ParameterType_Name_ParameterType / bctl_ParameterType_Description_ParameterType|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentinstrument|PaymentMethod|ID|BillingCenter.dbo.bctl_PaymentMethod|bctl_PaymentMethod_TypeCode_PaymentMethod / bctl_PaymentMethod_Name_PaymentMethod / bctl_PaymentMethod_Description_PaymentMethod|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentinstrument|PaymentMethod|ID|BillingCenter.dbo.bctl_PaymentMethod|bctl_PaymentMethod_TypeCode_PaymentMethod / bctl_PaymentMethod_Name_PaymentMethod / bctl_PaymentMethod_Description_PaymentMethod|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentitemaction|ActionKind|ID|BillingCenter.dbo.bctl_PaymentItemActionKind|bctl_PaymentItemActionKind_TypeCode_ActionKind / bctl_PaymentItemActionKind_Name_ActionKind / bctl_PaymentItemActionKind_Description_ActionKind|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentitemaction|ActionKind|ID|BillingCenter.dbo.bctl_PaymentItemActionKind|bctl_PaymentItemActionKind_TypeCode_ActionKind / bctl_PaymentItemActionKind_Name_ActionKind / bctl_PaymentItemActionKind_Description_ActionKind|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentitemaction|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentitemaction|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentitemgroup|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentitemgroup|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentitemgroup|Reason|ID|BillingCenter.dbo.bctl_PaymentItemGroupReason|bctl_PaymentItemGroupReason_TypeCode_Reason / bctl_PaymentItemGroupReason_Name_Reason / bctl_PaymentItemGroupReason_Description_Reason|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentitemgroup|Reason|ID|BillingCenter.dbo.bctl_PaymentItemGroupReason|bctl_PaymentItemGroupReason_TypeCode_Reason / bctl_PaymentItemGroupReason_Name_Reason / bctl_PaymentItemGroupReason_Description_Reason|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentitemgroup|TotalAmountDenorm_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_TotalAmountDenorm_cur / bctl_Currency_Name_TotalAmountDenorm_cur / bctl_Currency_Description_TotalAmountDenorm_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentitemgroup|TotalAmountDenorm_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_TotalAmountDenorm_cur / bctl_Currency_Name_TotalAmountDenorm_cur / bctl_Currency_Description_TotalAmountDenorm_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentplanmodifier|Subtype|ID|BillingCenter.dbo.bctl_PaymentPlanModifier|bctl_PaymentPlanModifier_TypeCode_Subtype / bctl_PaymentPlanModifier_Name_Subtype / bctl_PaymentPlanModifier_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentplanmodifier|Subtype|ID|BillingCenter.dbo.bctl_PaymentPlanModifier|bctl_PaymentPlanModifier_TypeCode_Subtype / bctl_PaymentPlanModifier_Name_Subtype / bctl_PaymentPlanModifier_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentrequest|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentrequest|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentrequest|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentrequest|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentrequest|Status|ID|BillingCenter.dbo.bctl_PaymentRequestStatus|bctl_PaymentRequestStatus_TypeCode_Status / bctl_PaymentRequestStatus_Name_Status / bctl_PaymentRequestStatus_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentrequest|Status|ID|BillingCenter.dbo.bctl_PaymentRequestStatus|bctl_PaymentRequestStatus_TypeCode_Status / bctl_PaymentRequestStatus_Name_Status / bctl_PaymentRequestStatus_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentrequestworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentrequestworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_paymentrequestworkitem|Subtype|ID|BillingCenter.dbo.bctl_PaymentRequestWorkItem|bctl_PaymentRequestWorkItem_TypeCode_Subtype / bctl_PaymentRequestWorkItem_Name_Subtype / bctl_PaymentRequestWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_paymentrequestworkitem|Subtype|ID|BillingCenter.dbo.bctl_PaymentRequestWorkItem|bctl_PaymentRequestWorkItem_TypeCode_Subtype / bctl_PaymentRequestWorkItem_Name_Subtype / bctl_PaymentRequestWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_phonenormalizerworkitem|QueueType|ID|BillingCenter.dbo.bctl_BatchProcessType|bctl_BatchProcessType_TypeCode_QueueType / bctl_BatchProcessType_Name_QueueType / bctl_BatchProcessType_Description_QueueType|TypeCode / Name / Description||BillingCenter.dbo.bc_phonenormalizerworkitem|QueueType|ID|BillingCenter.dbo.bctl_BatchProcessType|bctl_BatchProcessType_TypeCode_QueueType / bctl_BatchProcessType_Name_QueueType / bctl_BatchProcessType_Description_QueueType|TypeCode / Name / Description
BillingCenter.dbo.bc_phonenormalizerworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_phonenormalizerworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|AcctEnterDelnqThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_AcctEnterDelinquencyThreshold_cur / bctl_Currency_Name_AcctEnterDelinquencyThreshold_cur / bctl_Currency_Description_AcctEnterDelinquencyThreshold_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|AcctEnterDelinquencyThreshold|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_AcctEnterDelinquencyThreshold_cur / bctl_Currency_Name_AcctEnterDelinquencyThreshold_cur / bctl_Currency_Description_AcctEnterDelinquencyThreshold_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|Aggregation|ID|BillingCenter.dbo.bctl_AggregationType|bctl_AggregationType_TypeCode_Aggregation / bctl_AggregationType_Name_Aggregation / bctl_AggregationType_Description_Aggregation|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|Aggregation|ID|BillingCenter.dbo.bctl_AggregationType|bctl_AggregationType_TypeCode_Aggregation / bctl_AggregationType_Name_Aggregation / bctl_AggregationType_Description_Aggregation|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|ApplicableSegments|ID|BillingCenter.dbo.bctl_ApplicableSegments|bctl_ApplicableSegments_TypeCode_ApplicableSegments / bctl_ApplicableSegments_Name_ApplicableSegments / bctl_ApplicableSegments_Description_ApplicableSegments|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ApplicableSegments|ID|BillingCenter.dbo.bctl_ApplicableSegments|bctl_ApplicableSegments_TypeCode_ApplicableSegments / bctl_ApplicableSegments_Name_ApplicableSegments / bctl_ApplicableSegments_Description_ApplicableSegments|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|AvailableDisbAmtType|ID|BillingCenter.dbo.bctl_AvailableDisbAmtType|bctl_AvailableDisbAmtType_TypeCode_AvailableDisbAmtType / bctl_AvailableDisbAmtType_Name_AvailableDisbAmtType / bctl_AvailableDisbAmtType_Description_AvailableDisbAmtType|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|AvailableDisbAmtType|ID|BillingCenter.dbo.bctl_AvailableDisbAmtType|bctl_AvailableDisbAmtType_TypeCode_AvailableDisbAmtType / bctl_AvailableDisbAmtType_Name_AvailableDisbAmtType / bctl_AvailableDisbAmtType_Description_AvailableDisbAmtType|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|CancellationTarget|ID|BillingCenter.dbo.bctl_CancellationTarget|bctl_CancellationTarget_TypeCode_CancellationTarget / bctl_CancellationTarget_Name_CancellationTarget / bctl_CancellationTarget_Description_CancellationTarget|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|CancellationTarget|ID|BillingCenter.dbo.bctl_CancellationTarget|bctl_CancellationTarget_TypeCode_CancellationTarget / bctl_CancellationTarget_Name_CancellationTarget / bctl_CancellationTarget_Description_CancellationTarget|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|CancellationThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CancellationThreshold_cur / bctl_Currency_Name_CancellationThreshold_cur / bctl_Currency_Description_CancellationThreshold_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|CancellationThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_CancellationThreshold_cur / bctl_Currency_Name_CancellationThreshold_cur / bctl_Currency_Description_CancellationThreshold_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|ChargeQualification|ID|BillingCenter.dbo.bctl_retpremchargequal|bctl_retpremchargequal_TypeCode_ChargeQualification / bctl_retpremchargequal_Name_ChargeQualification / bctl_retpremchargequal_Description_ChargeQualification|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ChargeQualification|ID|BillingCenter.dbo.bctl_retpremchargequal|bctl_retpremchargequal_TypeCode_ChargeQualification / bctl_retpremchargequal_Name_ChargeQualification / bctl_retpremchargequal_Description_ChargeQualification|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|ClearCommisionThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_ClearCommisionThreshold_cur / bctl_Currency_Name_ClearCommisionThreshold_cur / bctl_Currency_Description_ClearCommisionThreshold_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ClearCommisionThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_ClearCommisionThreshold_cur / bctl_Currency_Name_ClearCommisionThreshold_cur / bctl_Currency_Description_ClearCommisionThreshold_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|ClearGrossThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_ClearGrossThreshold_cur / bctl_Currency_Name_ClearGrossThreshold_cur / bctl_Currency_Description_ClearGrossThreshold_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ClearGrossThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_ClearGrossThreshold_cur / bctl_Currency_Name_ClearGrossThreshold_cur / bctl_Currency_Description_ClearGrossThreshold_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|ClearingLogicTarget|ID|BillingCenter.dbo.bctl_ClearingLogicTarget|bctl_ClearingLogicTarget_TypeCode_ClearingLogicTarget / bctl_ClearingLogicTarget_Name_ClearingLogicTarget / bctl_ClearingLogicTarget_Description_ClearingLogicTarget|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ClearingLogicTarget|ID|BillingCenter.dbo.bctl_ClearingLogicTarget|bctl_ClearingLogicTarget_TypeCode_ClearingLogicTarget / bctl_ClearingLogicTarget_Name_ClearingLogicTarget / bctl_ClearingLogicTarget_Description_ClearingLogicTarget|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|CycleCloseDayOfMonthLogic|ID|BillingCenter.dbo.bctl_DayOfMonthLogic|bctl_DayOfMonthLogic_TypeCode_CycleCloseDayOfMonthLogic / bctl_DayOfMonthLogic_Name_CycleCloseDayOfMonthLogic / bctl_DayOfMonthLogic_Description_CycleCloseDayOfMonthLogic|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|CycleCloseDayOfMonthLogic|ID|BillingCenter.dbo.bctl_DayOfMonthLogic|bctl_DayOfMonthLogic_TypeCode_CycleCloseDayOfMonthLogic / bctl_DayOfMonthLogic_Name_CycleCloseDayOfMonthLogic / bctl_DayOfMonthLogic_Description_CycleCloseDayOfMonthLogic|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|DisbursementOver_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_DisbursementOver_cur / bctl_Currency_Name_DisbursementOver_cur / bctl_Currency_Description_DisbursementOver_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|DisbursementOver_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_DisbursementOver_cur / bctl_Currency_Name_DisbursementOver_cur / bctl_Currency_Description_DisbursementOver_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|DownPaymentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_DownPaymentAfter / bctl_PaymentScheduledAfter_Name_DownPaymentAfter / bctl_PaymentScheduledAfter_Description_DownPaymentAfter|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|DownPaymentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_DownPaymentAfter / bctl_PaymentScheduledAfter_Name_DownPaymentAfter / bctl_PaymentScheduledAfter_Description_DownPaymentAfter|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|DraftDayLogic|ID|BillingCenter.dbo.bctl_DayOfMonthLogic|bctl_DayOfMonthLogic_TypeCode_DraftDayLogic / bctl_DayOfMonthLogic_Name_DraftDayLogic / bctl_DayOfMonthLogic_Description_DraftDayLogic|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|DraftDayLogic|ID|BillingCenter.dbo.bctl_DayOfMonthLogic|bctl_DayOfMonthLogic_TypeCode_DraftDayLogic / bctl_DayOfMonthLogic_Name_DraftDayLogic / bctl_DayOfMonthLogic_Description_DraftDayLogic|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|ExitDelinquencyThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_ExitDelinquencyThreshold_cur / bctl_Currency_Name_ExitDelinquencyThreshold_cur / bctl_Currency_Description_ExitDelinquencyThreshold_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ExitDelinquencyThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_ExitDelinquencyThreshold_cur / bctl_Currency_Name_ExitDelinquencyThreshold_cur / bctl_Currency_Description_ExitDelinquencyThreshold_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|FirstInstallmentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Name_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Description_FirstInstallmentAfter|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|FirstInstallmentAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Name_FirstInstallmentAfter / bctl_PaymentScheduledAfter_Description_FirstInstallmentAfter|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|InstallmentFee_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_InstallmentFee_cur / bctl_Currency_Name_InstallmentFee_cur / bctl_Currency_Description_InstallmentFee_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|InstallmentFee_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_InstallmentFee_cur / bctl_Currency_Name_InstallmentFee_cur / bctl_Currency_Description_InstallmentFee_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|InvoiceFee_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_InvoiceFee_cur / bctl_Currency_Name_InvoiceFee_cur / bctl_Currency_Description_InvoiceFee_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|InvoiceFee_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_InvoiceFee_cur / bctl_Currency_Name_InvoiceFee_cur / bctl_Currency_Description_InvoiceFee_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|InvoiceItemPlacementCutoffType|ID|BillingCenter.dbo.bctl_itemplacementcutofftype|bctl_itemplacementcutofftype_TypeCode_InvoiceItemPlacementCutoffType / bctl_itemplacementcutofftype_Name_InvoiceItemPlacementCutoffType / bctl_itemplacementcutofftype_Description_InvoiceItemPlacementCutoffType|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|InvoiceItemPlacementCutoffType|ID|BillingCenter.dbo.bctl_itemplacementcutofftype|bctl_itemplacementcutofftype_TypeCode_InvoiceItemPlacementCutoffType / bctl_itemplacementcutofftype_Name_InvoiceItemPlacementCutoffType / bctl_itemplacementcutofftype_Description_InvoiceItemPlacementCutoffType|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|InvoicingBlackoutType|ID|BillingCenter.dbo.bctl_InvoicingBlackoutType|bctl_InvoicingBlackoutType_TypeCode_InvoicingBlackoutType / bctl_InvoicingBlackoutType_Name_InvoicingBlackoutType / bctl_InvoicingBlackoutType_Description_InvoicingBlackoutType|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|InvoicingBlackoutType|ID|BillingCenter.dbo.bctl_InvoicingBlackoutType|bctl_InvoicingBlackoutType_TypeCode_InvoicingBlackoutType / bctl_InvoicingBlackoutType_Name_InvoicingBlackoutType / bctl_InvoicingBlackoutType_Description_InvoicingBlackoutType|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|LateFeeAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LateFeeAmount_cur / bctl_Currency_Name_LateFeeAmount_cur / bctl_Currency_Description_LateFeeAmount_cur|TypeCode / Name / Description|||||||
BillingCenter.dbo.bc_plan|ListBillAccountExcessTreatment|ID|BillingCenter.dbo.bctl_listbillacctexcess|bctl_listbillacctexcess_TypeCode_ListBillAccountExcessTreatment / bctl_listbillacctexcess_Name_ListBillAccountExcessTreatment / bctl_listbillacctexcess_Description_ListBillAccountExcessTreatment|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|ListBillAccountExcessTreatment|ID|BillingCenter.dbo.bctl_listbillacctexcess|bctl_listbillacctexcess_TypeCode_ListBillAccountExcessTreatment / bctl_listbillacctexcess_Name_ListBillAccountExcessTreatment / bctl_listbillacctexcess_Description_ListBillAccountExcessTreatment|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|LOBCodes|ID|BillingCenter.dbo.bctl_LOBCode|bctl_LOBCode_TypeCode_LOBCodes / bctl_LOBCode_Name_LOBCodes / bctl_LOBCode_Description_LOBCodes|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|LOBCodes|ID|BillingCenter.dbo.bctl_LOBCode|bctl_LOBCode_TypeCode_LOBCodes / bctl_LOBCode_Name_LOBCodes / bctl_LOBCode_Description_LOBCodes|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|LowBalanceMethod|ID|BillingCenter.dbo.bctl_LowBalanceMethod|bctl_LowBalanceMethod_TypeCode_LowBalanceMethod / bctl_LowBalanceMethod_Name_LowBalanceMethod / bctl_LowBalanceMethod_Description_LowBalanceMethod|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|LowBalanceMethod|ID|BillingCenter.dbo.bctl_LowBalanceMethod|bctl_LowBalanceMethod_TypeCode_LowBalanceMethod / bctl_LowBalanceMethod_Name_LowBalanceMethod / bctl_LowBalanceMethod_Description_LowBalanceMethod|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|LowBalanceThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LowBalanceThreshold_cur / bctl_Currency_Name_LowBalanceThreshold_cur / bctl_Currency_Description_LowBalanceThreshold_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|LowBalanceThreshold_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_LowBalanceThreshold_cur / bctl_Currency_Name_LowBalanceThreshold_cur / bctl_Currency_Description_LowBalanceThreshold_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|NetThresholdSuppressStmt_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_NetThresholdForSuppressingStmt_cur / bctl_Currency_Name_NetThresholdForSuppressingStmt_cur / bctl_Currency_Description_NetThresholdForSuppressingStmt_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|netthresholdforsuppressingstmt|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_NetThresholdForSuppressingStmt_cur / bctl_Currency_Name_NetThresholdForSuppressingStmt_cur / bctl_Currency_Description_NetThresholdForSuppressingStmt_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|OneTimeChargeAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Name_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Description_OneTimeChargeAfter|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|OneTimeChargeAfter|ID|BillingCenter.dbo.bctl_PaymentScheduledAfter|bctl_PaymentScheduledAfter_TypeCode_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Name_OneTimeChargeAfter / bctl_PaymentScheduledAfter_Description_OneTimeChargeAfter|TypeCode / Name / Description
BillingCenter.dbo.bc_plan|PaymentDueDayLogic|ID|BillingCenter.dbo.bctl_DayOfMonthLogic|bctl_DayOfMonthLogic_TypeCode_PaymentDueDayLogic / bctl_DayOfMonthLogic_Name_PaymentDueDayLogic / bctl_DayOfMonthLogic_Description_PaymentDueDayLogic|TypeCode / Name / Description||BillingCenter.dbo.bc_plan|PaymentDueDayLogic|ID|BillingCenter.dbo.bctl_DayOfMonthLogic|bctl_DayOfMonthLogic_TypeCode_PaymentDueDayLogic / bctl_DayOfMonthLogic_Name_PaymentDueDayLogic / bctl_DayOfMonthLogic_Description_PaymentDueDayLogic|TypeCode / Name / Description
