DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|LookUp Ref|HardDeleteFlag|PartitionBy|NumPartitions|Rows|Notes
[PolicyCenterL4-1].dbo.pctl_DwellingOccupancyType_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ElectricSystemType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ExteriorWall_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAAntiTheftDevice|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FABusinessUseClass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FACauseOfLoss|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FACost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FADisabilityBenefitType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FADriverStatus|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FADriverType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAFleetType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAFromGarageLocation|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAJurisdictionCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAJurisdictionCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAJurisdictionExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAJurisdictionMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALengthOfLease|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALicenseType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALicenseType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALimitedTruckUse|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALineCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALineCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALineExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FALineMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAOperationType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAOperatorAssignment|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAPersonalVehicleUsage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAPrivatePassengerFleet|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAPrivatePassengerOperat|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAPrivatePassengerType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAPrivatePassengerUse|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAReasonCodesWDP_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAReasonCodesWODP_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FASizeClass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FASpecialTypesClass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FASpecialTypesSupplementaryType2|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FASpecialTypesType1|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FATruckFleet|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FATruckRadiusClass|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FATruckSecondaryClassifi|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FATruckTrailerSemitrailer_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAVehicleCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAVehicleCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAVehicleExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAVehicleMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAVehicleType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FAWeeklyIndemnity|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FeettoFireHydrant_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FireAlarmType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FortifiedCertifictn_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FoundationType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FoundationType_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMAgentType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMBiogasUsage|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMBuildingUse_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMCarrier_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMCategoryType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMCauseOfLoss|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMCost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMDwellingCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMDwellingCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMDwellingExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMDwellingMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMElectronicDataDeduct|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMFormsDocumentCategory_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLineCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLineCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLineExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLineMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLocationCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLocationCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLocationExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMLocationMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMOperationType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMPeril_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMPolicyType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMReasonCodesODP_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMReasonCodesWDP_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMSchedPropertyLocation|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMSchedPropertySubType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMSchedPropertyType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMScheduledPropType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMSolarPanelAttachment|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMSolarPanelType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMStructureCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMStructureCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMStructureExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMStructureMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMStructureType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMTruckType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMVehicleCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMVehicleCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMVehicleExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMVehicleMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMVehicleType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMVehicleType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMWatercraftCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMWatercraftCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMWatercraftExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FRMWatercraftMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FUCost|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FULineCond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FULineCov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FULineExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FULineMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FUReasonCodesODP_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FUReasonCodesWDP_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_FUSpecialization|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_GarageType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_GrossFloorArea_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_HeatingType_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Height_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_HOWatercraftBoatType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_HOWatercraftPoweredBy_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_IBHSHurcneCertifictn_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_IBHSMitigation_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_KitchenQualityGrade_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_LC360Product_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_LC360ProductType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_LC360Settings_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Length_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_LimitedUsageType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_LossSettlement_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_MilestoFireStation_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_MotorcycleEngineSize|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_MPDDiscountApplicable_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_MultiDiscPolicyType_SA|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NavigatedWaters_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NumberOfOpensided_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NumberOfSpouts_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NumberOfStories_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NumberOfStories_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NumFamilyUnits_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_NY_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_OfficerTrusteePartnerType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Perils_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_PortalPageStatus_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ProgramType_FUE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_RateFlowOrder_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_RateGroup_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_RatingValue_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ResidenceType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ResidenceUsage_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_RoofingMaterial_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_RoofShape_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_SecondaryWaterResist_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Size_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_SolidFuelHeating_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Specilization_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_SprinklerSystemType_HOE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_StateAutoEmployeeType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_StructurePerils_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_StructureRoofType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Style_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_SwimmingPoolType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_TaggedAnswerValueType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_TemplateDescriptor|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_TrackingCode_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_TransactionType_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULCarrier_FUE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULLiabilityLimit|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULPolicy_FUECond|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULPolicy_FUECov|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULPolicy_FUEExcl|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULPolicy_FUEMod|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULPolicyType_FUE|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULPoweredBy|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULSwimmingPool|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULTerritory|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULWatercraftType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_ULWCLiabilityLimit|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_VehicleHistoryStatus_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_WebServicesStatus_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Width_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_WindstormMitigation_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_Wiring_Ext|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pctl_WorkItemStatusType|Y||Truncate and Load|TypeList|||||
[PolicyCenterL4-1].dbo.pc_activescheduledjob|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_archivedocrefitem|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_archivedocrefs|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_batchprocesslease|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_batchprocessleasehistory|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizdeployedruletag|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizexprfragment|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizimportauditrecord|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizrule|Y||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizrulecommdef|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizrulecommparam|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizrulecond|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizrulecondline|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizruledata|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizruleeximtask|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizrulehead|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizruleimtaskentry|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizruleimtaskitem|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizruleversion|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_bizruleversionpedge|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_brvalidator|||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_contactdestructionreq|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_contingency|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pc_contingencyjob|N||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pc_destinationlease|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_destinationleasehistory|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_etlpurgedroot|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_filtexprfragjoin|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_inboundratempstore|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_listexprfragjoin|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_locationriskassessment|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_locraerrortempstore|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_messagerequestlease|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_messagerequestleasehistory|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_outboundlocratempstore|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_outboundperiodtempstore|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_outboundreinsurratempstore|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_paymentgatewaytransaction|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pddestructionrequest|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pddestructrequester|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_periodraerrortempstore|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pluginlease|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pluginleasehistory|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_pmpatternactivationentity|N||ActivationTimestamp|Y||ID|||
[PolicyCenterL4-1].dbo.pc_ratebookexportresult|Y||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pc_rbexportworkitem|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_riskevaluationworkitem|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_rolling|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_rulevalid|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_scheduledjob|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_sumexprfragjoin|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_typecodeusagerpt|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_upfrontpayment|N||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pc_validatorworkitem|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pc_workqueuestate|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pcx_AffinityGroups|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pcx_appcritjurisdiction|N||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pcx_appcritlineofbusiness|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pcx_appcritpolicytransaction|Y||ID|Y||ID|||
[PolicyCenterL4-1].dbo.pcx_campaigncode_ext|N||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_causeoflosses_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_cluelossentry_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_cluestatus_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_CreditReasonExt|N||Updatetime|Y||ID|||
[PolicyCenterL4-1].dbo.pcx_datatransformationlkp_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_divisions|N||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_easiweatherindex|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_elderlysurcharge_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_farmtype|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_liabilitysymbol1|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_limitedusediscount|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_majorviolations|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_minorviolations|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_moderateviolations|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_multipolicy|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_ppt_drivertovehicle|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptatfault_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptcredit|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptdaysclear_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptdaysprecipt_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptdayssnow_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptdriverage_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptfarmtype|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptlarceny_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptliabilitysymbol1|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptliabilitysymbol2|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptmajorviolations|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptminorviolations|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptmoderateviolation|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptphydmgsymbol2|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptvhs_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_pptweather_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_svccode|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttatfault_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttcredit|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttdaysclear_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttdaysprecipt_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttdayssnow_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttlarceny_ext|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttliabilitysymbol2|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_fa_r_tttmileagefactor|Y||Updatetime|Y| |ID|||
[PolicyCenterL4-1].dbo.pcx_FA_R_TTTPDSym2|Y||Updatetime|Y| |ID|||
