DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
[PolicyCenterL4-1].dbo.pcx_pupemplposition_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_pupemplposition_pue|EmplType|ID|[PolicyCenterL4-1].dbo.pctl_PUPEmplType_PUE|pctl_PUPEmplType_PUE_TypeCode_EmplType / pctl_PUPEmplType_PUE_Name_EmplType / pctl_PUPEmplType_PUE_Description_EmplType|TypeCode / Name / Description|N|pctl_PUPEmplType_PUE_TypeCode_EmplType / pctl_PUPEmplType_PUE_Name_EmplType / pctl_PUPEmplType_PUE_Description_EmplType
[PolicyCenterL4-1].dbo.pcx_pupemplposition_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPEmplPosition_PUE|pctl_PUPEmplPosition_PUE_TypeCode_Subtype / pctl_PUPEmplPosition_PUE_Name_Subtype / pctl_PUPEmplPosition_PUE_Description_Subtype|TypeCode / Name / Description|N|pctl_PUPEmplPosition_PUE_TypeCode_Subtype / pctl_PUPEmplPosition_PUE_Name_Subtype / pctl_PUPEmplPosition_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPExposure_PUE|pctl_PUPExposure_PUE_TypeCode /  pctl_PUPExposure_PUE_Name /  pctl_PUPExposure_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPExposure_PUE_TypeCode_Subtype / pctl_PUPExposure_PUE_Name_Subtype / pctl_PUPExposure_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|AnnualReceipts|ID|[PolicyCenterL4-1].dbo.pctl_PUPAnnualReceiptsType_PUE|pctl_PUPAnnualReceiptsType_PUE_TypeCode / pctl_PUPAnnualReceiptsType_PUE_Name / pctl_PUPAnnualReceiptsType_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPAnnualReceiptsType_PUE_TypeCode_AnnualReceipts / pctl_PUPAnnualReceiptsType_PUE_Name_AnnualReceipts / pctl_PUPAnnualReceiptsType_PUE_Description_AnnualReceipts
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|BusinessClass|ID|[PolicyCenterL4-1].dbo.pctl_PUPBusinessClass_PUE|pctl_PUPBusinessClass_PUE_TypeCode / pctl_PUPBusinessClass_PUE_Name / pctl_PUPBusinessClass_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPBusinessClass_PUE_TypeCode_BusinessClass / pctl_PUPBusinessClass_PUE_Name_BusinessClass / pctl_PUPBusinessClass_PUE_Description_BusinessClass
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|BusinessType|ID|[PolicyCenterL4-1].dbo.pctl_PUPBusinessType_PUE|pctl_PUPBusinessType_PUE_TypeCode1 / pctl_PUPBusinessType_PUE_Name1 / pctl_PUPBusinessType_PUE_Description1|TypeCode / Name / Description|Y|pctl_PUPBusinessType_PUE_TypeCode_BusinessType / pctl_PUPBusinessType_PUE_Name_BusinessType / pctl_PUPBusinessType_PUE_Description_BusinessType
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|FormOfBusiness|ID|[PolicyCenterL4-1].dbo.pctl_PUPBusinessForm_PUE|pctl_PUPBusinessForm_PUE_TypeCode / pctl_PUPBusinessForm_PUE_Name / pctl_PUPBusinessForm_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPBusinessForm_PUE_TypeCode_FormOfBusiness / pctl_PUPBusinessForm_PUE_Name_FormOfBusiness / pctl_PUPBusinessForm_PUE_Description_FormOfBusiness
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|FormOperationDescription|ID|[PolicyCenterL4-1].dbo.pctl_PUPBusActFormOpt_Ext|pctl_PUPBusActFormOpt_Ext_TypeCode / pctl_PUPBusActFormOpt_Ext_Name / pctl_PUPBusActFormOpt_Ext_Description|TypeCode / Name / Description|Y|pctl_PUPBusActFormOpt_Ext_TypeCode_FormOperationDescription / pctl_PUPBusActFormOpt_Ext_Name_FormOperationDescription / pctl_PUPBusActFormOpt_Ext_Description_FormOperationDescription
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|noOfChildren|ID|[PolicyCenterL4-1].dbo.pctl_NoOfChildren|pctl_NoOfChildren_TypeCode / pctl_NoOfChildren_Name / pctl_NoOfChildren_Description|TypeCode / Name / Description|Y|pctl_NoOfChildren_TypeCode_noOfChildren / pctl_NoOfChildren_Name_noOfChildren / pctl_NoOfChildren_Description_noOfChildren
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|TypeOfBusiness_Ext|ID|[PolicyCenterL4-1].dbo.pctl_PUPBusinessType_PUE|pctl_PUPBusinessType_PUE_TypeCode2 / pctl_PUPBusinessType_PUE_Name2 / pctl_PUPBusinessType_PUE_Description2|TypeCode / Name / Description|Y|pctl_PUPBusinessType_PUE_TypeCode_TypeOfBusiness_Ext / pctl_PUPBusinessType_PUE_Name_TypeOfBusiness_Ext / pctl_PUPBusinessType_PUE_Description_TypeOfBusiness_Ext
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|LocationType|ID|[PolicyCenterL4-1].dbo.pctl_PUPLocationType_PUE|pctl_PUPLocationType_PUE_TypeCode /  pctl_PUPLocationType_PUE_Name /  pctl_PUPLocationType_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPLocationType_PUE_TypeCode_LocationType / pctl_PUPLocationType_PUE_Name_LocationType / pctl_PUPLocationType_PUE_Description_LocationType
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|LicenseState|ID|[PolicyCenterL4-1].dbo.pctl_State|pctl_State_TypeCode /  pctl_State_Name /  pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_LicenseState / pctl_State_Name_LicenseState / pctl_State_Description_LicenseState
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|VehicleType|ID|[PolicyCenterL4-1].dbo.pctl_PUPVehicleType_PUE|pctl_PUPVehicleType_PUE_TypeCode /  pctl_PUPVehicleType_PUE_Name /  pctl_PUPVehicleType_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPVehicleType_PUE_TypeCode_VehicleType / pctl_PUPVehicleType_PUE_Name_VehicleType / pctl_PUPVehicleType_PUE_Description_VehicleType
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|CoverageLimit|ID|[PolicyCenterL4-1].dbo.pctl_PUPULWaterCraftCovLmt_Ext|pctl_PUPULWaterCraftCovLmt_Ext_TypeCode /  pctl_PUPULWaterCraftCovLmt_Ext_Name /  pctl_PUPULWaterCraftCovLmt_Ext_Description|TypeCode / Name / Description|Y|pctl_PUPULWaterCraftCovLmt_Ext_TypeCode_CoverageLimit / pctl_PUPULWaterCraftCovLmt_Ext_Name_CoverageLimit / pctl_PUPULWaterCraftCovLmt_Ext_Description_CoverageLimit
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|PoweredBy_Ext|ID|[PolicyCenterL4-1].dbo.pctl_PUPPoweredBy_Ext|pctl_PUPPoweredBy_Ext_TypeCode /  pctl_PUPPoweredBy_Ext_Name /  pctl_PUPPoweredBy_Ext_Description|TypeCode / Name / Description|Y|pctl_PUPPoweredBy_Ext_TypeCode_PoweredBy_Ext / pctl_PUPPoweredBy_Ext_Name_PoweredBy_Ext / pctl_PUPPoweredBy_Ext_Description_PoweredBy_Ext
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|RatingTerritory_Ext|ID|[PolicyCenterL4-1].dbo.pctl_HOWatercraftRateTerr_Ext|pctl_HOWatercraftRateTerr_Ext_TypeCode / pctl_HOWatercraftRateTerr_Ext_Name / pctl_HOWatercraftRateTerr_Ext_Description|TypeCode / Name / Description|Y|pctl_HOWatercraftRateTerr_Ext_TypeCode_RatingTerritory_Ext / pctl_HOWatercraftRateTerr_Ext_Name_RatingTerritory_Ext / pctl_HOWatercraftRateTerr_Ext_Description_RatingTerritory_Ext
[PolicyCenterL4-1].dbo.pcx_pupexposure_pue|WatercraftType|ID|[PolicyCenterL4-1].dbo.pctl_PUPWatercraftType_PUE|pctl_PUPWatercraftType_PUE_TypeCode /  pctl_PUPWatercraftType_PUE_Name /  pctl_PUPWatercraftType_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPWatercraftType_PUE_TypeCode_WatercraftType / pctl_PUPWatercraftType_PUE_Name_WatercraftType / pctl_PUPWatercraftType_PUE_Description_WatercraftType
[PolicyCenterL4-1].dbo.pcx_pupinfraction_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_pupinfraction_pue|InfractionType|ID|[PolicyCenterL4-1].dbo.pctl_PUPInfractionType_PUE|pctl_PUPInfractionType_PUE_TypeCode_InfractionType / pctl_PUPInfractionType_PUE_Name_InfractionType / pctl_PUPInfractionType_PUE_Description_InfractionType|TypeCode / Name / Description|N|pctl_PUPInfractionType_PUE_TypeCode_InfractionType / pctl_PUPInfractionType_PUE_Name_InfractionType / pctl_PUPInfractionType_PUE_Description_InfractionType
[PolicyCenterL4-1].dbo.pcx_pupinfraction_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPInfraction_PUE|pctl_PUPInfraction_PUE_TypeCode_Subtype / pctl_PUPInfraction_PUE_Name_Subtype / pctl_PUPInfraction_PUE_Description_Subtype|TypeCode / Name / Description|N|pctl_PUPInfraction_PUE_TypeCode_Subtype / pctl_PUPInfraction_PUE_Name_Subtype / pctl_PUPInfraction_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_puplinecond_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_puplinecond_pue|Currency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description|N|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
[PolicyCenterL4-1].dbo.pcx_puplinecond_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPLineCond_PUE|pctl_PUPLineCond_PUE_TypeCode_Subtype / pctl_PUPLineCond_PUE_Name_Subtype / pctl_PUPLineCond_PUE_Description_Subtype|TypeCode / Name / Description|N|pctl_PUPLineCond_PUE_TypeCode_Subtype / pctl_PUPLineCond_PUE_Name_Subtype / pctl_PUPLineCond_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_puplinecov_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_puplinecov_pue|Currency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
[PolicyCenterL4-1].dbo.pcx_puplinecov_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPLineCov_PUE|pctl_PUPLineCov_PUE_TypeCode / pctl_PUPLineCov_PUE_Name / pctl_PUPLineCov_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPLineCov_PUE_TypeCode_Subtype / pctl_PUPLineCov_PUE_Name_Subtype / pctl_PUPLineCov_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_puplineexcl_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_puplineexcl_pue|Currency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
[PolicyCenterL4-1].dbo.pcx_puplineexcl_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPLineExcl_PUE|pctl_PUPLineExcl_PUE_TypeCode / pctl_PUPLineExcl_PUE_Name / pctl_PUPLineExcl_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPLineExcl_PUE_TypeCode_Subtype / pctl_PUPLineExcl_PUE_Name_Subtype / pctl_PUPLineExcl_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_pupmodifier_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_pupmodifier_pue|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
[PolicyCenterL4-1].dbo.pcx_pupmodifier_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPLineModifier_PUE|pctl_PUPLineModifier_PUE_TypeCode / pctl_PUPLineModifier_PUE_Name / pctl_PUPLineModifier_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPLineModifier_PUE_TypeCode_Subtype / pctl_PUPLineModifier_PUE_Name_Subtype / pctl_PUPLineModifier_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_pupratefactor_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_puptransaction_pue|Amount_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Amount_cur / pctl_Currency_Name_Amount_cur / pctl_Currency_Description_Amount_cur
[PolicyCenterL4-1].dbo.pcx_puptransaction_pue|AmountBilling_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode1 / pctl_Currency_Name1 / pctl_Currency_Description1|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_AmountBilling_cur / pctl_Currency_Name_AmountBilling_cur / pctl_Currency_Description_AmountBilling_cur
[PolicyCenterL4-1].dbo.pcx_puptransaction_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_puptransportoper_pue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_puptransportoper_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_PUPTransportOper_PUE|pctl_PUPTransportOper_PUE_TypeCode / pctl_PUPTransportOper_PUE_Name / pctl_PUPTransportOper_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPTransportOper_PUE_TypeCode_Subtype / pctl_PUPTransportOper_PUE_Name_Subtype / pctl_PUPTransportOper_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_pupvehmvrdatachk_ext|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_pupvehmvrdatachk_ext|incidentType|ID|[PolicyCenterL4-1].dbo.pctl_MVRIncidentType|pctl_MVRIncidentType_TypeCode / pctl_MVRIncidentType_Name / pctl_MVRIncidentType_Description|TypeCode / Name / Description|Y|pctl_MVRIncidentType_TypeCode_incidentType / pctl_MVRIncidentType_Name_incidentType / pctl_MVRIncidentType_Description_incidentType
[PolicyCenterL4-1].dbo.pc_questionlookup|AccountBP7IndustryType|ID|[PolicyCenterL4-1].dbo.pctl_BP7PropertyType|pctl_BP7PropertyType_TypeCode / pctl_BP7PropertyType_Name / pctl_BP7PropertyType_Description|TypeCode / Name / Description|Y|pctl_BP7PropertyType_TypeCode_AccountBP7IndustryType / pctl_BP7PropertyType_Name_AccountBP7IndustryType / pctl_BP7PropertyType_Description_AccountBP7IndustryType
[PolicyCenterL4-1].dbo.pc_questionlookup|Availability|ID|[PolicyCenterL4-1].dbo.pctl_AvailabilityType|pctl_AvailabilityType_TypeCode / pctl_AvailabilityType_Name / pctl_AvailabilityType_Description|TypeCode / Name / Description|Y|pctl_AvailabilityType_TypeCode_Availability / pctl_AvailabilityType_Name_Availability / pctl_AvailabilityType_Description_Availability
[PolicyCenterL4-1].dbo.pc_questionlookup|ClassificationPropertyType|ID|[PolicyCenterL4-1].dbo.pctl_bp7classificationproperty|pctl_bp7classificationproperty_TypeCode / pctl_bp7classificationproperty_Name / pctl_bp7classificationproperty_Description|TypeCode / Name / Description|Y|pctl_bp7classificationproperty_TypeCode_ClassificationPropertyType / pctl_bp7classificationproperty_Name_ClassificationPropertyType / pctl_bp7classificationproperty_Description_ClassificationPropertyType
[PolicyCenterL4-1].dbo.pc_questionlookup|JobType|ID|[PolicyCenterL4-1].dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description|Y|pctl_Job_TypeCode_JobType / pctl_Job_Name_JobType / pctl_Job_Description_JobType
[PolicyCenterL4-1].dbo.pc_questionlookup|Jurisdiction|ID|[PolicyCenterL4-1].dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_Jurisdiction / pctl_State_Name_Jurisdiction / pctl_State_Description_Jurisdiction
[PolicyCenterL4-1].dbo.pc_questionlookup|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
[PolicyCenterL4-1].dbo.pc_questionlookup|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_QuestionLookup|pctl_QuestionLookup_TypeCode / pctl_QuestionLookup_Name / pctl_QuestionLookup_Description|TypeCode / Name / Description|Y|pctl_QuestionLookup_TypeCode_Subtype / pctl_QuestionLookup_Name_Subtype / pctl_QuestionLookup_Description_Subtype
[PolicyCenterL4-1].dbo.pc_questionsetlookup|Availability|ID|[PolicyCenterL4-1].dbo.pctl_AvailabilityType|pctl_AvailabilityType_TypeCode / pctl_AvailabilityType_Name / pctl_AvailabilityType_Description|TypeCode / Name / Description|Y|pctl_AvailabilityType_TypeCode_Availability / pctl_AvailabilityType_Name_Availability / pctl_AvailabilityType_Description_Availability
[PolicyCenterL4-1].dbo.pc_questionsetlookup|JobType|ID|[PolicyCenterL4-1].dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description|Y|pctl_Job_TypeCode_JobType / pctl_Job_Name_JobType / pctl_Job_Description_JobType
[PolicyCenterL4-1].dbo.pc_questionsetlookup|Jurisdiction|ID|[PolicyCenterL4-1].dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_Jurisdiction / pctl_State_Name_Jurisdiction / pctl_State_Description_Jurisdiction
[PolicyCenterL4-1].dbo.pc_questionsetlookup|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
[PolicyCenterL4-1].dbo.pc_questionsetlookup|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_QuestionSetLookup|pctl_QuestionSetLookup_TypeCode / pctl_QuestionSetLookup_Name / pctl_QuestionSetLookup_Description|TypeCode / Name / Description|Y|pctl_QuestionSetLookup_TypeCode_Subtype / pctl_QuestionSetLookup_Name_Subtype / pctl_QuestionSetLookup_Description_Subtype
[PolicyCenterL4-1].dbo.pc_ratebook|BookJurisdiction|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_BookJurisdiction / pctl_Jurisdiction_Name_BookJurisdiction / pctl_Jurisdiction_Description_BookJurisdiction
[PolicyCenterL4-1].dbo.pc_ratebook|PolicyType|ID|[PolicyCenterL4-1].dbo.pctl_RBPolicyType_Ext|pctl_RBPolicyType_Ext_TypeCode / pctl_RBPolicyType_Ext_Name / pctl_RBPolicyType_Ext_Description|TypeCode / Name / Description|Y|pctl_RBPolicyType_Ext_TypeCode_PolicyType / pctl_RBPolicyType_Ext_Name_PolicyType / pctl_RBPolicyType_Ext_Description_PolicyType
[PolicyCenterL4-1].dbo.pc_ratebook|Status|ID|[PolicyCenterL4-1].dbo.pctl_RateBookStatus|pctl_RateBookStatus_TypeCode / pctl_RateBookStatus_Name / pctl_RateBookStatus_Description|TypeCode / Name / Description|Y|pctl_RateBookStatus_TypeCode_Status / pctl_RateBookStatus_Name_Status / pctl_RateBookStatus_Description_Status
[PolicyCenterL4-1].dbo.pcx_ratebooklist_ext|GroupName|ID|[PolicyCenterL4-1].dbo.pctl_RateBookGroupList_Ext|pctl_RateBookGroupList_Ext_TypeCode_GroupName / pctl_RateBookGroupList_Ext_Name_GroupName / pctl_RateBookGroupList_Ext_Description_GroupName|TypeCode / Name / Description|N|pctl_RateBookGroupList_Ext_TypeCode_GroupName / pctl_RateBookGroupList_Ext_Name_GroupName / pctl_RateBookGroupList_Ext_Description_GroupName
[PolicyCenterL4-1].dbo.pcx_ratebooklist_ext|Product|ID|[PolicyCenterL4-1].dbo.pctl_ProductType|pctl_ProductType_TypeCode_Product / pctl_ProductType_Name_Product / pctl_ProductType_Description_Product|TypeCode / Name / Description|N|pctl_ProductType_TypeCode_Product / pctl_ProductType_Name_Product / pctl_ProductType_Description_Product
[PolicyCenterL4-1].dbo.pcx_ratebooklist_ext|State|ID|[PolicyCenterL4-1].dbo.pctl_RateBookJurisdiction_Ext|pctl_RateBookJurisdiction_Ext_TypeCode_State / pctl_RateBookJurisdiction_Ext_Name_State / pctl_RateBookJurisdiction_Ext_Description_State|TypeCode / Name / Description|N|pctl_RateBookJurisdiction_Ext_TypeCode_State / pctl_RateBookJurisdiction_Ext_Name_State / pctl_RateBookJurisdiction_Ext_Description_State
[PolicyCenterL4-1].dbo.pc_rtbk_desc_l10n|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_rtbk_name_l10n|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_ratingfactorlookup|Availability|ID|[PolicyCenterL4-1].dbo.pctl_AvailabilityType|pctl_AvailabilityType_TypeCode / pctl_AvailabilityType_Name / pctl_AvailabilityType_Description|TypeCode / Name / Description|Y|pctl_AvailabilityType_TypeCode_Availability / pctl_AvailabilityType_Name_Availability / pctl_AvailabilityType_Description_Availability
[PolicyCenterL4-1].dbo.pc_ratingfactorlookup|JobType|ID|[PolicyCenterL4-1].dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description|Y|pctl_Job_TypeCode_JobType / pctl_Job_Name_JobType / pctl_Job_Description_JobType
[PolicyCenterL4-1].dbo.pc_ratingfactorlookup|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
