DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|Lookup Ref|HardDeleteFlag|PartitionBy|NumPartitions|Decrypt|Rows|Note
ClaimCenter.dbo.cctl_ehivehiclecondition_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_poadeliverymethod_ext|Y||Truncate and Load|TypeList||||||
ClaimCenter.dbo.cctl_poatype_ext|Y||Truncate and Load|TypeList||||||
ClaimCenter.dbo.cctl_alarm_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_entrymethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_losstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_occupancy_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_openclosed_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ruptures_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_fedexservicetype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_transactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_notificationeventtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_stpstatus_ext|Y||Truncate and Load|TypeList|| ||||
