DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
PolicyCenter.dbo.pc_instrumentedworkexecutor|WorkQueueID|ID|PolicyCenter.dbo.pctl_BatchProcessType|pctl_BatchProcessType_TypeCode_WorkQueueID / pctl_BatchProcessType_Name_WorkQueueID / pctl_BatchProcessType_Description_WorkQueueID|TypeCode / Name / Description|N|pctl_BatchProcessType_TypeCode_WorkQueueID / pctl_BatchProcessType_Name_WorkQueueID / pctl_BatchProcessType_Description_WorkQueueID
PolicyCenter.dbo.pcx_isotaxcoderesponse_ext|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_iso_bop_classcode_clsa|IndustryGroup|ID|PolicyCenter.dbo.pctl_IndustryType_BOP_Ext|pctl_IndustryType_BOP_Ext_TypeCode / pctl_IndustryType_BOP_Ext_Name / pctl_IndustryType_BOP_Ext_Description|TypeCode / Name / Description|Y|pctl_IndustryType_BOP_Ext_TypeCode_IndustryGroup / pctl_IndustryType_BOP_Ext_Name_IndustryGroup / pctl_IndustryType_BOP_Ext_Description_IndustryGroup
PolicyCenter.dbo.pcx_iso_bop_classcode_clsa|Subtype|ID|PolicyCenter.dbo.pctl_ISO_BOP_ClassCode_CLSA|pctl_ISO_BOP_ClassCode_CLSA_TypeCode / pctl_ISO_BOP_ClassCode_CLSA_Name / pctl_ISO_BOP_ClassCode_CLSA_Description|TypeCode / Name / Description|Y|pctl_ISO_BOP_ClassCode_CLSA_TypeCode_Subtype / pctl_ISO_BOP_ClassCode_CLSA_Name_Subtype / pctl_ISO_BOP_ClassCode_CLSA_Description_Subtype
PolicyCenter.dbo.pc_job|ArchiveState|ID|PolicyCenter.dbo.pctl_ArchiveState|pctl_ArchiveState_TypeCode / pctl_ArchiveState_Name / pctl_ArchiveState_Description|TypeCode / Name / Description|Y|pctl_ArchiveState_TypeCode_ArchiveState / pctl_ArchiveState_Name_ArchiveState / pctl_ArchiveState_Description_ArchiveState
PolicyCenter.dbo.pc_job|ProducerChangeSource_Ext|ID|PolicyCenter.dbo.pctl_ProducerChangeSource_Ext|pctl_ProducerChangeSource_Ext_TypeCode / pctl_ProducerChangeSource_Ext_Name / pctl_ProducerChangeSource_Ext_Description|TypeCode / Name / Description|Y|pctl_ProducerChangeSource_Ext_TypeCode_ProducerChangeSource_Ext / pctl_ProducerChangeSource_Ext_Name_ProducerChangeSource_Ext / pctl_ProducerChangeSource_Ext_Description_ProducerChangeSource_Ext
PolicyCenter.dbo.pc_job|PurgeStatus|ID|PolicyCenter.dbo.pctl_PurgeStatus|pctl_PurgeStatus_TypeCode /  pctl_PurgeStatus_Name /  pctl_PurgeStatus_Description|TypeCode / Name / Description|Y|pctl_PurgeStatus_TypeCode_PurgeStatus / pctl_PurgeStatus_Name_PurgeStatus / pctl_PurgeStatus_Description_PurgeStatus
PolicyCenter.dbo.pc_job|Subtype|ID|PolicyCenter.dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description|Y|pctl_Job_TypeCode_Subtype / pctl_Job_Name_Subtype / pctl_Job_Description_Subtype
PolicyCenter.dbo.pc_job|PaymentReceived_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_PaymentReceived_cur / pctl_Currency_Name_PaymentReceived_cur / pctl_Currency_Description_PaymentReceived_cur
PolicyCenter.dbo.pc_job|CancelReasonCode|ID|PolicyCenter.dbo.pctl_ReasonCode|pctl_ReasonCode_TypeCode2 /  pctl_ReasonCode_Name2 /  pctl_ReasonCode_Description2|TypeCode / Name / Description|Y|pctl_ReasonCode_TypeCode_CancelReasonCode / pctl_ReasonCode_Name_CancelReasonCode / pctl_ReasonCode_Description_CancelReasonCode
PolicyCenter.dbo.pc_job|ReasonDescription_Ext|ID|PolicyCenter.dbo.pctl_ReasonDescription_Ext|pctl_ReasonDescription_Ext_TypeCode_ReasonDescription_Ext / pctl_ReasonDescription_Ext_Name_ReasonDescription_Ext / pctl_ReasonDescription_Ext_Description_ReasonDescription_Ext|TypeCode / Name / Description|N|pctl_ReasonDescription_Ext_TypeCode_ReasonDescription_Ext / pctl_ReasonDescription_Ext_Name_ReasonDescription_Ext / pctl_ReasonDescription_Ext_Description_ReasonDescription_Ext
PolicyCenter.dbo.pc_job|Source|ID|PolicyCenter.dbo.pctl_CancellationSource|pctl_CancellationSource_TypeCode / pctl_CancellationSource_Name / pctl_CancellationSource_Description|TypeCode / Name / Description|Y|pctl_CancellationSource_TypeCode_Source / pctl_CancellationSource_Name_Source / pctl_CancellationSource_Description_Source
PolicyCenter.dbo.pc_job|Vendor_Ext|ID|PolicyCenter.dbo.pctl_Vendor_Ext|pctl_Vendor_Ext_TypeCode /  pctl_Vendor_Ext_Name /  pctl_Vendor_Ext_Description|TypeCode / Name / Description|Y|pctl_Vendor_Ext_TypeCode_Vendor_Ext / pctl_Vendor_Ext_Name_Vendor_Ext / pctl_Vendor_Ext_Description_Vendor_Ext
PolicyCenter.dbo.pc_job|ReinstateCode|ID|PolicyCenter.dbo.pctl_ReinstateCode|pctl_ReinstateCode_TypeCode /  pctl_ReinstateCode_Name /  pctl_ReinstateCode_Description|TypeCode / Name / Description|Y|pctl_ReinstateCode_TypeCode_ReinstateCode / pctl_ReinstateCode_Name_ReinstateCode / pctl_ReinstateCode_Description_ReinstateCode
PolicyCenter.dbo.pc_job|NonRenewalCode|ID|PolicyCenter.dbo.pctl_NonRenewalCode|pctl_NonRenewalCode_TypeCode / pctl_NonRenewalCode_Name / pctl_NonRenewalCode_Description|TypeCode / Name / Description|Y|pctl_NonRenewalCode_TypeCode_NonRenewalCode / pctl_NonRenewalCode_Name_NonRenewalCode / pctl_NonRenewalCode_Description_NonRenewalCode
PolicyCenter.dbo.pc_job|RenewalCode|ID|PolicyCenter.dbo.pctl_RenewalCode|pctl_RenewalCode_TypeCode /  pctl_RenewalCode_Name /  pctl_RenewalCode_Description|TypeCode / Name / Description|Y|pctl_RenewalCode_TypeCode_RenewalCode / pctl_RenewalCode_Name_RenewalCode / pctl_RenewalCode_Description_RenewalCode
PolicyCenter.dbo.pc_job|RewriteType|ID|PolicyCenter.dbo.pctl_RewriteType|pctl_RewriteType_TypeCode /  pctl_RewriteType_Name /  pctl_RewriteType_Description|TypeCode / Name / Description|Y|pctl_RewriteType_TypeCode_RewriteType / pctl_RewriteType_Name_RewriteType / pctl_RewriteType_Description_RewriteType
PolicyCenter.dbo.pc_job|BindOption|ID|PolicyCenter.dbo.pctl_BindOption|pctl_BindOption_TypeCode / pctl_BindOption_Name / pctl_BindOption_Description|TypeCode / Name / Description|Y|pctl_BindOption_TypeCode_BindOption / pctl_BindOption_Name_BindOption / pctl_BindOption_Description_BindOption
PolicyCenter.dbo.pc_job|PCCloseReasonCode_Ext|ID|PolicyCenter.dbo.pctl_CloseReason_Ext|pctl_CloseReason_Ext_TypeCode / pctl_CloseReason_Ext_Name / pctl_CloseReason_Ext_Description|TypeCode / Name / Description|Y|pctl_CloseReason_Ext_TypeCode_PCCloseReasonCode_Ext / pctl_CloseReason_Ext_Name_PCCloseReasonCode_Ext / pctl_CloseReason_Ext_Description_PCCloseReasonCode_Ext
PolicyCenter.dbo.pc_job|PCErrorCategory_Ext|ID|PolicyCenter.dbo.pctl_ErrorCategory_Ext|pctl_ErrorCategory_Ext_TypeCode / pctl_ErrorCategory_Ext_Name / pctl_ErrorCategory_Ext_Description|TypeCode / Name / Description|Y|pctl_ErrorCategory_Ext_TypeCode_PCErrorCategory_Ext / pctl_ErrorCategory_Ext_Name_PCErrorCategory_Ext / pctl_ErrorCategory_Ext_Description_PCErrorCategory_Ext
PolicyCenter.dbo.pc_job|QuoteType|ID|PolicyCenter.dbo.pctl_QuoteType|pctl_QuoteType_TypeCode /  pctl_QuoteType_Name /  pctl_QuoteType_Description|TypeCode / Name / Description|Y|pctl_QuoteType_TypeCode_QuoteType / pctl_QuoteType_Name_QuoteType / pctl_QuoteType_Description_QuoteType
PolicyCenter.dbo.pc_job|RejectReason|ID|PolicyCenter.dbo.pctl_ReasonCode|pctl_ReasonCode_TypeCode1 /  pctl_ReasonCode_Name1 /  pctl_ReasonCode_Description1|TypeCode / Name / Description|Y|pctl_ReasonCode_TypeCode_RejectReason / pctl_ReasonCode_Name_RejectReason / pctl_ReasonCode_Description_RejectReason
PolicyCenter.dbo.pc_jobgroup|Subtype|ID|PolicyCenter.dbo.pctl_JobGroup|pctl_JobGroup_TypeCode / pctl_JobGroup_Name / pctl_JobGroup_Description|TypeCode / Name / Description|Y|pctl_JobGroup_TypeCode_Subtype / pctl_JobGroup_Name_Subtype / pctl_JobGroup_Description_Subtype
PolicyCenter.dbo.pcx_JobToTemplateMapExt|Subtype|ID|PolicyCenter.dbo.pctl_JobToTemplateMapExt|pctl_JobToTemplateMapExt_TypeCode / pctl_JobToTemplateMapExt_Name / pctl_JobToTemplateMapExt_Description|TypeCode / Name / Description|Y|pctl_JobToTemplateMapExt_TypeCode_Subtype / pctl_JobToTemplateMapExt_Name_Subtype / pctl_JobToTemplateMapExt_Description_Subtype
PolicyCenter.dbo.pc_jobuserroleassign|AssignmentStatus|ID|PolicyCenter.dbo.pctl_AssignmentStatus|pctl_AssignmentStatus_TypeCode / pctl_AssignmentStatus_Name / pctl_AssignmentStatus_Description|TypeCode / Name / Description|Y|pctl_AssignmentStatus_TypeCode_AssignmentStatus / pctl_AssignmentStatus_Name_AssignmentStatus / pctl_AssignmentStatus_Description_AssignmentStatus
PolicyCenter.dbo.pc_jobuserroleassign|Role|ID|PolicyCenter.dbo.pctl_UserRole|pctl_UserRole_TypeCode / pctl_UserRole_Name / pctl_UserRole_Description|TypeCode / Name / Description|Y|pctl_UserRole_TypeCode_Role / pctl_UserRole_Name_Role / pctl_UserRole_Description_Role
PolicyCenter.dbo.pc_letter|Type|ID|PolicyCenter.dbo.pctl_LetterType|pctl_LetterType_TypeCode_Type / pctl_LetterType_Name_Type / pctl_LetterType_Description_Type|TypeCode / Name / Description|N|pctl_LetterType_TypeCode_Type / pctl_LetterType_Name_Type / pctl_LetterType_Description_Type
PolicyCenter.dbo.pc_licensedstate|Segment|ID|PolicyCenter.dbo.pctl_Segment|pctl_Segment_TypeCode / pctl_Segment_Name / pctl_Segment_Description|TypeCode / Name / Description|Y|pctl_Segment_TypeCode_Segment / pctl_Segment_Name_Segment / pctl_Segment_Description_Segment
PolicyCenter.dbo.pc_licensedstate|State|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
PolicyCenter.dbo.pcx_liquorclassgrade_bop|Class|ID|PolicyCenter.dbo.pctl_ClassType_BOP_Ext|pctl_ClassType_BOP_Ext_TypeCode / pctl_ClassType_BOP_Ext_Name / pctl_ClassType_BOP_Ext_Description|TypeCode / Name / Description|Y|pctl_ClassType_BOP_Ext_TypeCode_Class / pctl_ClassType_BOP_Ext_Name_Class / pctl_ClassType_BOP_Ext_Description_Class
PolicyCenter.dbo.pcx_liquorclassgrade_bop|ISOLiquorGrade|ID|PolicyCenter.dbo.pctl_GradeType_BOP_EXT|pctl_GradeType_BOP_EXT_TypeCode / pctl_GradeType_BOP_EXT_Name / pctl_GradeType_BOP_EXT_Description|TypeCode / Name / Description|Y|pctl_GradeType_BOP_EXT_TypeCode_ISOLiquorGrade / pctl_GradeType_BOP_EXT_Name_ISOLiquorGrade / pctl_GradeType_BOP_EXT_Description_ISOLiquorGrade
PolicyCenter.dbo.pcx_liquorclassgrade_bop|State|ID|PolicyCenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_State / pctl_State_Name_State / pctl_State_Description_State
PolicyCenter.dbo.pcx_liquorclassgrade_bop|Subtype|ID|PolicyCenter.dbo.pctl_LiquorClassGrade_BOP|pctl_LiquorClassGrade_BOP_TypeCode / pctl_LiquorClassGrade_BOP_Name / pctl_LiquorClassGrade_BOP_Description|TypeCode / Name / Description|Y|pctl_LiquorClassGrade_BOP_TypeCode_Subtype / pctl_LiquorClassGrade_BOP_Name_Subtype / pctl_LiquorClassGrade_BOP_Description_Subtype
PolicyCenter.dbo.pc_loadcallback|ExecutionTime|ID|PolicyCenter.dbo.pctl_LoaderCallbackTimeType|pctl_LoaderCallbackTimeType_TypeCode_ExecutionTime / pctl_LoaderCallbackTimeType_Name_ExecutionTime / pctl_LoaderCallbackTimeType_Description_ExecutionTime|TypeCode / Name / Description|N|pctl_LoaderCallbackTimeType_TypeCode_ExecutionTime / pctl_LoaderCallbackTimeType_Name_ExecutionTime / pctl_LoaderCallbackTimeType_Description_ExecutionTime
PolicyCenter.dbo.pc_loadcommand|CommandType|ID|PolicyCenter.dbo.pctl_LoadCommandType|pctl_LoadCommandType_TypeCode_CommandType / pctl_LoadCommandType_Name_CommandType / pctl_LoadCommandType_Description_CommandType|TypeCode / Name / Description|N|pctl_LoadCommandType_TypeCode_CommandType / pctl_LoadCommandType_Name_CommandType / pctl_LoadCommandType_Description_CommandType
PolicyCenter.dbo.pc_loaderror)</div>}|LoadErrorType|ID|PolicyCenter.dbo.pctl_LoadErrorType|pctl_LoadErrorType_TypeCode_LoadErrorType / pctl_LoadErrorType_Name_LoadErrorType / pctl_LoadErrorType_Description_LoadErrorType|TypeCode / Name / Description|N|pctl_LoadErrorType_TypeCode_LoadErrorType / pctl_LoadErrorType_Name_LoadErrorType / pctl_LoadErrorType_Description_LoadErrorType
PolicyCenter.dbo.pc_loadintegritycheck|LoadIntegrityCheckType|ID|PolicyCenter.dbo.pctl_LoadErrorType|pctl_LoadErrorType_TypeCode_LoadIntegrityCheckType / pctl_LoadErrorType_Name_LoadIntegrityCheckType / pctl_LoadErrorType_Description_LoadIntegrityCheckType|TypeCode / Name / Description|N|pctl_LoadErrorType_TypeCode_LoadIntegrityCheckType / pctl_LoadErrorType_Name_LoadIntegrityCheckType / pctl_LoadErrorType_Description_LoadIntegrityCheckType
PolicyCenter.dbo.pc_loadstep|StepType|ID|PolicyCenter.dbo.pctl_LoadStepType|pctl_LoadStepType_TypeCode_StepType / pctl_LoadStepType_Name_StepType / pctl_LoadStepType_Description_StepType|TypeCode / Name / Description|N|pctl_LoadStepType_TypeCode_StepType / pctl_LoadStepType_Name_StepType / pctl_LoadStepType_Description_StepType
PolicyCenter.dbo.pcx_lobfieldvisibility|Jurisdiction|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_Jurisdiction / pctl_Jurisdiction_Name_Jurisdiction / pctl_Jurisdiction_Description_Jurisdiction|TypeCode / Name / Description|N|pctl_Jurisdiction_TypeCode_Jurisdiction / pctl_Jurisdiction_Name_Jurisdiction / pctl_Jurisdiction_Description_Jurisdiction
PolicyCenter.dbo.pcx_lobfieldvisibility|Subtype|ID|PolicyCenter.dbo.pctl_LOBFieldVisibility|pctl_LOBFieldVisibility_TypeCode_Subtype / pctl_LOBFieldVisibility_Name_Subtype / pctl_LOBFieldVisibility_Description_Subtype|TypeCode / Name / Description|N|pctl_LOBFieldVisibility_TypeCode_Subtype / pctl_LOBFieldVisibility_Name_Subtype / pctl_LOBFieldVisibility_Description_Subtype
PolicyCenter.dbo.pc_locationanswer|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_locationnamedinsured|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_locationnamedinsured|Subtype|ID|PolicyCenter.dbo.pctl_LocationNamedInsured|pctl_LocationNamedInsured_TypeCode_Subtype / pctl_LocationNamedInsured_Name_Subtype / pctl_LocationNamedInsured_Description_Subtype|TypeCode / Name / Description|N|pctl_LocationNamedInsured_TypeCode_Subtype / pctl_LocationNamedInsured_Name_Subtype / pctl_LocationNamedInsured_Description_Subtype
PolicyCenter.dbo.pcx_lossassessuppaddloc|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_lossAssessmentEQ|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_losshistentry|AmountPaid_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode1 / pctl_Currency_Name1 / pctl_Currency_Description1|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_AmountPaid_cur / pctl_Currency_Name_AmountPaid_cur / pctl_Currency_Description_AmountPaid_cur
PolicyCenter.dbo.pc_losshistentry|AmountResv_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode2 / pctl_Currency_Name2 / pctl_Currency_Description2|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_AmountResv_cur / pctl_Currency_Name_AmountResv_cur / pctl_Currency_Description_AmountResv_cur
PolicyCenter.dbo.pc_losshistentry|ESELossType_Ext|ID|PolicyCenter.dbo.pctl_ESELossHistoryType_Ext|pctl_ESELossHistoryType_Ext_TypeCode / pctl_ESELossHistoryType_Ext_Name / pctl_ESELossHistoryType_Ext_Description|TypeCode / Name / Description|Y|pctl_ESELossHistoryType_Ext_TypeCode_ESELossType_Ext / pctl_ESELossHistoryType_Ext_Name_ESELossType_Ext / pctl_ESELossHistoryType_Ext_Description_ESELossType_Ext
PolicyCenter.dbo.pc_losshistentry|FaultCodeIndicatorType_Ext|ID|PolicyCenter.dbo.pctl_FaultCodeIndicator_Ext|pctl_FaultCodeIndicator_Ext_TypeCode_FaultCodeIndicatorType_Ext / pctl_FaultCodeIndicator_Ext_Name_FaultCodeIndicatorType_Ext / pctl_FaultCodeIndicator_Ext_Description_FaultCodeIndicatorType_Ext|TypeCode / Name / Description|N|pctl_FaultCodeIndicator_Ext_TypeCode_FaultCodeIndicatorType_Ext / pctl_FaultCodeIndicator_Ext_Name_FaultCodeIndicatorType_Ext / pctl_FaultCodeIndicator_Ext_Description_FaultCodeIndicatorType_Ext
PolicyCenter.dbo.pc_losshistentry|LossCause|ID|PolicyCenter.dbo.pctl_LossEntryCause|pctl_LossEntryCause_TypeCode / pctl_LossEntryCause_Name / pctl_LossEntryCause_Description|TypeCode / Name / Description|Y|pctl_LossEntryCause_TypeCode_LossCause / pctl_LossEntryCause_Name_LossCause / pctl_LossEntryCause_Description_LossCause
PolicyCenter.dbo.pc_losshistentry|LossStatus|ID|PolicyCenter.dbo.pctl_LossEntryStatus|pctl_LossEntryStatus_TypeCode / pctl_LossEntryStatus_Name / pctl_LossEntryStatus_Description|TypeCode / Name / Description|Y|pctl_LossEntryStatus_TypeCode_LossStatus / pctl_LossEntryStatus_Name_LossStatus / pctl_LossEntryStatus_Description_LossStatus
PolicyCenter.dbo.pc_losshistentry|TotalIncurred_cur|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode3 / pctl_Currency_Name3 / pctl_Currency_Description3|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_TotalIncurred_cur / pctl_Currency_Name_TotalIncurred_cur / pctl_Currency_Description_TotalIncurred_cur
PolicyCenter.dbo.pc_message|ErrorCategory|ID|PolicyCenter.dbo.pctl_ErrorCategory|pctl_ErrorCategory_TypeCode_ErrorCategory / pctl_ErrorCategory_Name_ErrorCategory / pctl_ErrorCategory_Description_ErrorCategory|TypeCode / Name / Description|N|pctl_ErrorCategory_TypeCode_ErrorCategory / pctl_ErrorCategory_Name_ErrorCategory / pctl_ErrorCategory_Description_ErrorCategory
PolicyCenter.dbo.pc_messagehistory|ErrorCategory|ID|PolicyCenter.dbo.pctl_ErrorCategory|pctl_ErrorCategory_TypeCode_ErrorCategory / pctl_ErrorCategory_Name_ErrorCategory / pctl_ErrorCategory_Description_ErrorCategory|TypeCode / Name / Description|N|pctl_ErrorCategory_TypeCode_ErrorCategory / pctl_ErrorCategory_Name_ErrorCategory / pctl_ErrorCategory_Description_ErrorCategory
PolicyCenter.dbo.pcx_minesubsexistence_BOP|state|ID|PolicyCenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_state / pctl_State_Name_state / pctl_State_Description_state
PolicyCenter.dbo.pcx_minesubsexistence_BOP|Subtype|ID|PolicyCenter.dbo.pctl_MineSubsExistence_BOP|pctl_MineSubsExistence_BOP_TypeCode / pctl_MineSubsExistence_BOP_Name / pctl_MineSubsExistence_BOP_Description|TypeCode / Name / Description|Y|pctl_MineSubsExistence_BOP_TypeCode_Subtype / pctl_MineSubsExistence_BOP_Name_Subtype / pctl_MineSubsExistence_BOP_Description_Subtype
PolicyCenter.dbo.pcx_minesubsidenceexistence|existenceType|ID|PolicyCenter.dbo.pctl_ExistenceType|pctl_ExistenceType_TypeCode / pctl_ExistenceType_Name / pctl_ExistenceType_Description|TypeCode / Name / Description|Y|pctl_ExistenceType_TypeCode_existenceType / pctl_ExistenceType_Name_existenceType / pctl_ExistenceType_Description_existenceType
PolicyCenter.dbo.pcx_minesubsidenceexistence|state|ID|PolicyCenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description|Y|pctl_State_TypeCode_state / pctl_State_Name_state / pctl_State_Description_state
PolicyCenter.dbo.pcx_minesubsidenceexistence|Subtype|ID|PolicyCenter.dbo.pctl_MineSubsidenceExistence|pctl_MineSubsidenceExistence_TypeCode / pctl_MineSubsidenceExistence_Name / pctl_MineSubsidenceExistence_Description|TypeCode / Name / Description|Y|pctl_MineSubsidenceExistence_TypeCode_Subtype / pctl_MineSubsidenceExistence_Name_Subtype / pctl_MineSubsidenceExistence_Description_Subtype
PolicyCenter.dbo.pc_modifierlookup|Availability|ID|PolicyCenter.dbo.pctl_AvailabilityType|pctl_AvailabilityType_TypeCode / pctl_AvailabilityType_Name / pctl_AvailabilityType_Description|TypeCode / Name / Description|Y|pctl_AvailabilityType_TypeCode_Availability / pctl_AvailabilityType_Name_Availability / pctl_AvailabilityType_Description_Availability
PolicyCenter.dbo.pc_modifierlookup|JobType|ID|PolicyCenter.dbo.pctl_Job|pctl_Job_TypeCode / pctl_Job_Name / pctl_Job_Description|TypeCode / Name / Description|Y|pctl_Job_TypeCode_JobType / pctl_Job_Name_JobType / pctl_Job_Description_JobType
PolicyCenter.dbo.pc_modifierlookup|State|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
PolicyCenter.dbo.pc_modifierlookup|Subtype|ID|PolicyCenter.dbo.pctl_ModifierLookup|pctl_ModifierLookup_TypeCode / pctl_ModifierLookup_Name / pctl_ModifierLookup_Description|TypeCode / Name / Description|Y|pctl_ModifierLookup_TypeCode_Subtype / pctl_ModifierLookup_Name_Subtype / pctl_ModifierLookup_Description_Subtype
PolicyCenter.dbo.pc_modifierlookup|UWCompanyCode|ID|PolicyCenter.dbo.pctl_UWCompanyCode|pctl_UWCompanyCode_TypeCode / pctl_UWCompanyCode_Name / pctl_UWCompanyCode_Description|TypeCode / Name / Description|Y|pctl_UWCompanyCode_TypeCode_UWCompanyCode / pctl_UWCompanyCode_Name_UWCompanyCode / pctl_UWCompanyCode_Description_UWCompanyCode
PolicyCenter.dbo.pc_modifierlookup|PolicyType|ID|PolicyCenter.dbo.pctl_BAPolicyType|pctl_BAPolicyType_TypeCode / pctl_BAPolicyType_Name / pctl_BAPolicyType_Description|TypeCode / Name / Description|Y|pctl_BAPolicyType_TypeCode_PolicyType / pctl_BAPolicyType_Name_PolicyType / pctl_BAPolicyType_Description_PolicyType
PolicyCenter.dbo.pc_modifierlookup|VehicleType|ID|PolicyCenter.dbo.pctl_VehicleType|pctl_VehicleType_TypeCode1 / pctl_VehicleType_Name1 / pctl_VehicleType_Description1|TypeCode / Name / Description|Y|pctl_VehicleType_TypeCode_VehicleType / pctl_VehicleType_Name_VehicleType / pctl_VehicleType_Description_VehicleType
PolicyCenter.dbo.pcx_motorvehiclerecord|Category|ID|PolicyCenter.dbo.pctl_MvrCategory|pctl_MvrCategory_TypeCode_Category / pctl_MvrCategory_Name_Category / pctl_MvrCategory_Description_Category|TypeCode / Name / Description|N|pctl_MvrCategory_TypeCode_Category / pctl_MvrCategory_Name_Category / pctl_MvrCategory_Description_Category
PolicyCenter.dbo.pcx_motorvehiclerecord|RecordType|ID|PolicyCenter.dbo.pctl_MvrRecordType|pctl_MvrRecordType_TypeCode_RecordType / pctl_MvrRecordType_Name_RecordType / pctl_MvrRecordType_Description_RecordType|TypeCode / Name / Description|N|pctl_MvrRecordType_TypeCode_RecordType / pctl_MvrRecordType_Name_RecordType / pctl_MvrRecordType_Description_RecordType
PolicyCenter.dbo.pcx_multilinediscdetail_ext|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_multilinediscdetail_ext|IsValidEntry|ID|PolicyCenter.dbo.pctl_YesNo_Ext|pctl_YesNo_Ext_TypeCode / pctl_YesNo_Ext_Name / pctl_YesNo_Ext_Description|TypeCode / Name / Description|Y|pctl_YesNo_Ext_TypeCode_IsValidEntry / pctl_YesNo_Ext_Name_IsValidEntry / pctl_YesNo_Ext_Description_IsValidEntry
